SampleName,site,In,Out,middate,SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily)
NU9242SW,CA45,1/6/2001,1/13/2001,1/9/2001,0.78,0.78,0.78,0.78,1.065,0.972,0.835,0.957333333,-2.641,-0.14,-2.222,-1.667666667
NU8025SW,CA45,1/9/2001,1/16/2001,1/12/2001,0.78,0.78,0.78,0.78,0.835,1.062,0.91,0.935666667,-2.222,0.299,-1.298,-1.073666667
NU8524SW,CA45,1/16/2001,1/23/2001,1/19/2001,0.78,0.78,0.78,0.78,1.062,0.824,1.258,1.048,0.299,0.743,0.449,0.497
NU8524SW,CA45,1/23/2001,1/30/2001,1/26/2001,0.78,0.78,0.78,0.78,0.824,0.073,-0.098,0.266333333,0.743,-1.896,0.814,-0.113
NU8999SW,CA45,2/6/2001,2/13/2001,2/9/2001,1,1,1,1,-0.219,0.269,-0.821,-0.257,-1.782,2.884,0.517,0.539666667
NU9475,CA45,2/13/2001,2/20/2001,2/16/2001,1,1,1,1,0.269,0.77,0.205,0.414666667,2.884,0.654,1.861,1.799666667
NU9242SW,CA45,2/13/2001,2/20/2001,2/16/2001,1,1,1,1,0.269,0.77,0.205,0.414666667,2.884,0.654,1.861,1.799666667
NU9699,CA45,2/20/2001,2/27/2001,2/23/2001,1,1,1,1,0.77,0.772,0.332,0.624666667,0.654,-3.988,-3.373,-2.235666667
NU9475SW,CA45,2/20/2001,2/27/2001,2/23/2001,1,1,1,1,0.77,0.772,0.332,0.624666667,0.654,-3.988,-3.373,-2.235666667
NU9699SW,CA45,2/27/2001,3/6/2001,3/2/2001,1,0.46,0.46,0.64,0.772,1.179,0.21,0.720333333,-3.988,-3.206,-3.244,-3.479333333
NV0444SW,CA45,3/20/2001,3/27/2001,3/23/2001,0.46,0.46,0.46,0.46,-0.13,0.578,-0.375,0.024333333,-2.194,-1.058,-3.567,-2.273
NV0903SW,CA45,4/3/2001,4/10/2001,4/6/2001,-0.18,-0.18,-0.18,-0.18,0.34,-0.402,-0.141,-0.067666667,1.087,0.133,2.192,1.137333333
NV1370SW,CA45,4/9/2001,4/16/2001,4/12/2001,-0.18,-0.18,-0.18,-0.18,-0.535,-0.189,-0.556,-0.426666667,0.478,-0.328,0.901,0.350333333
NV1370SW,CA45,4/17/2001,4/24/2001,4/20/2001,-0.18,-0.18,-0.18,-0.18,-0.205,-0.119,-0.763,-0.362333333,-0.403,0.874,0.427,0.299333333
NV6637SW,CA45,9/11/2001,9/18/2001,9/14/2001,0.11,0.11,0.11,0.11,-0.037,0.3,-1.19,-0.309,-0.344,-1.963,-0.164,-0.823666667
NV6637SW,CA45,9/18/2001,9/25/2001,9/21/2001,0.11,0.11,0.11,0.11,0.3,0.659,1.051,0.67,-1.963,-1.376,-1.315,-1.551333333
NV7895SW,CA45,10/16/2001,10/23/2001,10/19/2001,-0.38,-0.38,-0.38,-0.38,-0.617,-0.75,-0.96,-0.775666667,-1.234,0.553,-1.038,-0.573
NV8115,CA45,10/23/2001,10/30/2001,10/26/2001,-0.38,-0.38,-0.38,-0.38,-0.75,0.416,-0.603,-0.312333333,0.553,1.157,0.613,0.774333333
NV7895SW,CA45,10/23/2001,10/30/2001,10/26/2001,-0.38,-0.38,-0.38,-0.38,-0.75,0.416,-0.603,-0.312333333,0.553,1.157,0.613,0.774333333
NV8373,CA45,10/30/2001,11/6/2001,11/2/2001,-0.38,0.64,0.64,0.3,0.416,0.104,0.266,0.262,1.157,1.351,2.728,1.745333333
NV8115SW,CA45,10/30/2001,11/6/2001,11/3/2001,-0.38,0.64,0.64,0.3,0.416,0.104,0.222,0.247333333,1.157,1.351,2.665,1.724333333
NV8652,CA45,11/6/2001,11/13/2001,11/9/2001,0.64,0.64,0.64,0.64,0.104,0.602,0.194,0.3,1.351,0.575,1.735,1.220333333
NV8373SW,CA45,11/6/2001,11/13/2001,11/9/2001,0.64,0.64,0.64,0.64,0.104,0.602,0.194,0.3,1.351,0.575,1.735,1.220333333
NV9370,CA45,11/13/2001,11/20/2001,11/16/2001,0.64,0.64,0.64,0.64,0.602,1.569,1.671,1.280666667,0.575,0.227,0.764,0.522
NV8562SW,CA45,11/13/2001,11/20/2001,11/16/2001,0.64,0.64,0.64,0.64,0.602,1.569,1.671,1.280666667,0.575,0.227,0.764,0.522
NV9117,CA45,11/20/2001,11/27/2001,11/23/2001,0.64,0.64,0.64,0.64,1.569,-0.193,0.549,0.641666667,0.227,-0.691,0.27,-0.064666667
NV9370SW,CA45,11/20/2001,11/27/2001,11/23/2001,0.64,0.64,0.64,0.64,1.569,-0.193,0.549,0.641666667,0.227,-0.691,0.27,-0.064666667
NV9356,CA45,11/27/2001,12/4/2001,11/30/2001,0.64,-1.06,0.64,0.073333333,-0.193,-0.984,-0.363,-0.513333333,-0.691,-0.345,-0.108,-0.381333333
NV9117SW,CA45,11/27/2001,12/4/2001,11/30/2001,0.64,-1.06,0.64,0.073333333,-0.193,-0.984,-0.363,-0.513333333,-0.691,-0.345,-0.108,-0.381333333
NV9563,CA45,12/4/2001,12/11/2001,12/7/2001,-1.06,-1.06,-1.06,-1.06,-0.984,-0.027,0.042,-0.323,-0.345,-0.786,-1.64,-0.923666667
NV9356SW,CA45,12/4/2001,12/11/2001,12/7/2001,-1.06,-1.06,-1.06,-1.06,-0.984,-0.027,0.042,-0.323,-0.345,-0.786,-1.64,-0.923666667
NV9849,CA45,12/11/2001,12/18/2001,12/14/2001,-1.06,-1.06,-1.06,-1.06,-0.027,0.288,-0.317,-0.018666667,-0.786,-1.766,-0.851,-1.134333333
NV9563SW,CA45,12/11/2001,12/18/2001,12/15/2001,-1.06,-1.06,-1.06,-1.06,-0.027,0.288,0.059,0.106666667,-0.786,-1.766,-1.811,-1.454333333
NV9849SW,CA45,12/19/2001,12/26/2001,12/23/2001,-1.06,-1.06,-1.06,-1.06,0.463,1.287,0.962,0.904,-1.475,-1.644,-0.251,-1.123333333
NW0123,CA45,12/26/2001,1/2/2002,12/29/2001,-1.06,0.2,-1.06,-0.64,1.287,1.152,0.719,1.052666667,-1.644,0.038,-3.035,-1.547
NW0290,CA45,1/1/2002,1/8/2002,1/4/2002,0.2,0.2,0.2,0.2,1.075,1.223,1.609,1.302333333,-0.185,2.367,-0.488,0.564666667
NW0845,CA45,1/15/2002,1/22/2002,1/18/2002,0.2,0.2,0.2,0.2,-0.021,-1.65,-0.664,-0.778333333,1.38,0.935,1.682,1.332333333
NW1070,CA45,1/22/2002,1/29/2002,1/25/2002,0.2,0.2,0.2,0.2,-1.65,-1.024,-1.52,-1.398,0.935,1.778,1.245,1.319333333
NW1867,CA45,2/12/2002,2/19/2002,2/15/2002,0.64,0.64,0.64,0.64,0.525,-0.001,0.874,0.466,1.417,2.158,2.852,2.142333333
NW2119,CA45,2/19/2002,2/26/2002,2/22/2002,0.64,0.64,0.64,0.64,-0.001,0.082,0.395,0.158666667,2.158,0.633,0.816,1.202333333
NW2584,CA45,3/5/2002,3/12/2002,3/8/2002,-0.81,-0.81,-0.81,-0.81,-0.725,0.062,-0.462,-0.375,2.993,1.475,2.187,2.218333333
NW3043,CA45,3/19/2002,3/26/2002,3/22/2002,-0.81,-0.81,-0.81,-0.81,-0.459,-0.47,-0.348,-0.425666667,0.054,1.303,-1.811,-0.151333333
NW4344,CA45,4/23/2002,4/30/2002,4/26/2002,-0.48,-0.48,-0.48,-0.48,-1.701,-1.605,-1.614,-1.64,3.253,0.401,2.813,2.155666667
NW5079,CA45,5/14/2002,5/21/2002,5/17/2002,-1.54,-1.54,-1.54,-1.54,-0.207,1.092,-0.249,0.212,0.624,0.023,0.176,0.274333333
NX1346,CA45,11/5/2002,11/12/2002,11/8/2002,-0.6,-0.6,-0.6,-0.6,1.295,0.255,0.432,0.660666667,-1.043,-1.417,-2.332,-1.597333333
NX3345,CA45,12/31/2002,1/7/2003,1/3/2003,-1.3,-0.3,-0.3,-0.633333333,0.555,1.156,1.086,0.932333333,-2.567,-0.067,-1.579,-1.404333333
NX3700,CA45,1/7/2003,1/14/2003,1/10/2003,-0.3,-0.3,-0.3,-0.3,1.156,0.352,0.485,0.664333333,-0.067,2.572,-1.485,0.34
NX4174,CA45,1/21/2003,1/28/2003,1/24/2003,-0.3,-0.3,-0.3,-0.3,0.437,-0.074,0.781,0.381333333,-3.545,0.183,-1.241,-1.534333333
NX4970,CA45,2/11/2003,2/18/2003,2/14/2003,-0.9,-0.9,-0.9,-0.9,0.284,0.698,0.518,0.5,0.643,-0.04,-0.392,0.070333333
NX5184,CA45,2/18/2003,2/25/2003,2/21/2003,-0.9,-0.9,-0.9,-0.9,0.698,0.603,0.708,0.669666667,-0.04,-0.281,-0.351,-0.224
NY2562SW,CA45,9/2/2003,9/9/2003,9/5/2003,-0.18,-0.18,-0.18,-0.18,0.613,0.05,0.343,0.335333333,1.574,-0.082,1.641,1.044333333
NY7169SW,CA45,12/30/2003,1/6/2004,1/2/2004,0.92,-1.31,-1.31,-0.566666667,-0.358,-0.475,-1.69,-0.841,0.006,-0.858,-0.186,-0.346
NY7449SW,CA45,1/6/2004,1/13/2004,1/9/2004,-1.31,-1.31,-1.31,-1.31,-0.475,0.054,0.646,0.075,-0.858,-0.958,-1.121,-0.979
NY7615SW,CA45,1/13/2004,1/20/2004,1/16/2004,-1.31,-1.31,-1.31,-1.31,0.054,0.672,0.364,0.363333333,-0.958,-2.783,-3.855,-2.532
NY7887SW,CA45,1/20/2004,1/27/2004,1/23/2004,-1.31,-1.31,-1.31,-1.31,0.672,0.127,0.5,0.433,-2.783,-3.012,0.655,-1.713333333
NY8150SW,CA45,1/27/2004,2/3/2004,1/30/2004,-1.31,0.77,-1.31,-0.616666667,0.127,0.031,0.402,0.186666667,-3.012,-0.577,-2.557,-2.048666667
NY8483SW,CA45,2/3/2004,2/10/2004,2/6/2004,0.77,0.77,0.77,0.77,0.031,1.403,0.638,0.690666667,-0.577,0.127,0.082,-0.122666667
NY8725SW,CA45,2/10/2004,2/17/2004,2/13/2004,0.77,0.77,0.77,0.77,1.403,1.277,1.484,1.388,0.127,-1.466,-1.069,-0.802666667
NY8974SW,CA45,2/17/2004,2/24/2004,2/20/2004,0.77,0.77,0.77,0.77,1.277,0.334,1.12,0.910333333,-1.466,-2.818,-2.137,-2.140333333
NY9225SW,CA45,2/24/2004,3/2/2004,2/27/2004,0.77,-0.11,0.77,0.476666667,0.334,-0.341,-0.085,-0.030666667,-2.818,-0.908,-3.13,-2.285333333
NZ0296SW,CA45,3/23/2004,3/30/2004,3/26/2004,-0.11,-0.11,-0.11,-0.11,-0.598,1.517,0.289,0.402666667,-1.603,-0.831,-0.203,-0.879
NZ1094SW,CA45,4/13/2004,4/20/2004,4/16/2004,-1.91,-1.91,-1.91,-1.91,0.21,-0.693,-0.189,-0.224,0.429,-1.255,0.657,-0.056333333
NZ6956SW,CA45,9/14/2004,9/21/2004,9/17/2004,-0.31,-0.31,-0.31,-0.31,0.899,-0.708,0.681,0.290666667,1.625,0.197,1.469,1.097
NZ8050SW,CA45,10/12/2004,10/19/2004,10/15/2004,-0.42,-0.42,-0.42,-0.42,0.362,-1.576,-1.625,-0.946333333,-0.578,-2.04,-1.05,-1.222666667
NZ8323SW,CA45,10/19/2004,10/26/2004,10/22/2004,-0.42,-0.42,-0.42,-0.42,-1.576,-0.789,-1.132,-1.165666667,-2.04,-1.123,-0.289,-1.150666667
NZ8881SW,CA45,11/2/2004,11/9/2004,11/5/2004,-1.06,-1.06,-1.06,-1.06,0.29,-0.084,-0.194,0.004,1.097,1.149,1.244,1.163333333
NZ9116SW,CA45,11/9/2004,11/16/2004,11/12/2004,-1.06,-1.06,-1.06,-1.06,-0.084,0.423,0.095,0.144666667,1.149,1.66,1.264,1.357666667
NZ9640SW,CA45,11/23/2004,11/30/2004,11/26/2004,-1.06,-1.06,-1.06,-1.06,0.275,-0.38,0.097,-0.002666667,-0.625,0.451,-0.617,-0.263666667
NZ9918SW,CA45,11/30/2004,12/7/2004,12/3/2004,-1.06,-0.94,-0.94,-0.98,-0.38,0.11,0.025,-0.081666667,0.451,0.722,1.464,0.879
TA0175SW,CA45,12/7/2004,12/14/2004,12/10/2004,-0.94,-0.94,-0.94,-0.94,0.11,1.282,1.176,0.856,0.722,0.309,-0.366,0.221666667
TA0848SW,CA45,12/21/2004,12/28/2004,12/24/2004,-0.94,-0.94,-0.94,-0.94,-0.181,-1.055,-0.497,-0.577666667,0.84,2.69,1.452,1.660666667
TA0991SW,CA45,12/28/2004,1/4/2005,12/31/2004,-0.94,0.2,-0.94,-0.56,-1.055,-0.76,-0.628,-0.814333333,2.69,4.45,3.133,3.424333333
TA1247SW,CA45,1/4/2005,1/11/2005,1/7/2005,0.2,0.2,0.2,0.2,-0.76,-0.615,-1.447,-0.940666667,4.45,1.723,3.648,3.273666667
TA2075SW,CA45,1/25/2005,2/1/2005,1/29/2005,0.2,-2.99,0.2,-0.863333333,1.098,0.16,0.247,0.501666667,-3.819,-1.209,-1.939,-2.322333333
TA2613SW,CA45,2/8/2005,2/15/2005,2/11/2005,-2.99,-2.99,-2.99,-2.99,-0.01,0.665,0.411,0.355333333,1.047,-1.463,1.306,0.296666667
TA2874SW,CA45,2/15/2005,2/22/2005,2/19/2005,-2.99,-2.99,-2.99,-2.99,0.665,0.199,0.296,0.386666667,-1.463,-2.517,-1.126,-1.702
TA3141SW,CA45,2/22/2005,3/1/2005,2/25/2005,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.227,0.429666667,-2.517,-2.726,-3.882,-3.041666667
TA3444SW,CA45,3/1/2005,3/8/2005,3/4/2005,-0.26,-0.26,-0.26,-0.26,0.863,0.975,1.182,1.006666667,-2.726,-2.84,-0.81,-2.125333333
TA3993SW,CA45,3/15/2005,3/22/2005,3/18/2005,-0.26,-0.26,-0.26,-0.26,-0.45,0.537,0.161,0.082666667,-1.433,-0.727,-2.256,-1.472
TA4219SW,CA45,3/22/2005,3/29/2005,3/25/2005,-0.26,-0.26,-0.26,-0.26,0.537,0.563,-0.165,0.311666667,-0.727,-0.32,-0.409,-0.485333333
TA4486SW,CA45,3/29/2005,4/5/2005,4/1/2005,-0.26,-1.22,-1.22,-0.9,0.563,1.506,0.772,0.947,-0.32,0.55,0.341,0.190333333
TA4749SW,CA45,4/5/2005,4/12/2005,4/8/2005,-1.22,-1.22,-1.22,-1.22,1.506,0.839,0.688,1.011,0.55,0.44,0.63,0.54
TA5283SW,CA45,4/19/2005,4/26/2005,4/23/2005,-1.22,-1.22,-1.22,-1.22,0.145,1.777,1.412,1.111333333,0.019,-1.836,0.74,-0.359
TA5821SW,CA45,5/3/2005,5/10/2005,5/7/2005,-1.46,-1.46,-1.46,-1.46,0.016,1.288,0.98,0.761333333,-0.094,-1.603,-0.77,-0.822333333
TA6350SW,CA45,5/17/2005,5/24/2005,5/21/2005,-1.46,-1.46,-1.46,-1.46,0.371,0.328,0.447,0.382,-0.803,-0.871,-0.81,-0.828
TA7131SW,CA45,6/7/2005,6/14/2005,6/11/2005,0.11,0.11,0.11,0.11,0.574,-0.407,-0.041,0.042,-0.607,-2.358,-0.875,-1.28
TA7433SW,CA45,6/14/2005,6/21/2005,6/17/2005,0.11,0.11,0.11,0.11,-0.407,-0.076,-0.023,-0.168666667,-2.358,-0.013,-1.299,-1.223333333
TB1963SW,CA45,10/11/2005,10/18/2005,10/14/2005,1.12,1.12,1.12,1.12,1.39,-0.272,-0.151,0.322333333,0.206,-1.894,-0.635,-0.774333333
TB2485SW,CA45,10/25/2005,11/1/2005,10/28/2005,1.12,-0.42,1.12,0.606666667,1.068,-0.697,0.722,0.364333333,0.445,1.709,0.945,1.033
TB2741SW,CA45,11/1/2005,11/8/2005,11/4/2005,-0.42,-0.42,-0.42,-0.42,-0.697,-0.64,-1.228,-0.855,1.709,-0.061,1.737,1.128333333
TB3498SW,CA45,11/22/2005,11/29/2005,11/25/2005,-0.42,-0.42,-0.42,-0.42,0.985,-1.093,0.767,0.219666667,-0.924,-0.924,-1.446,-1.098
TB3746SW,CA45,11/29/2005,12/6/2005,12/2/2005,-0.42,0.01,0.01,-0.133333333,-1.093,0.499,-0.609,-0.401,-0.924,-3.454,-2.097,-2.158333333
TB4325SW,CA45,12/13/2005,12/20/2005,12/16/2005,0.01,0.01,0.01,0.01,0.584,1.161,1.236,0.993666667,-1.643,-1.706,-2.601,-1.983333333
TB4648SW,CA45,12/19/2005,12/26/2005,12/23/2005,0.01,0.01,0.01,0.01,0.798,1.277,0.952,1.009,-1.349,-2.753,-2.06,-2.054
TB4825SW,CA45,12/27/2005,1/3/2006,12/30/2005,0.01,1.29,0.01,0.436666667,1.274,0.039,1.013,0.775333333,-2.899,-0.824,-2.182,-1.968333333
TB5096SW,CA45,1/3/2006,1/10/2006,1/6/2006,1.29,1.29,1.29,1.29,0.039,0.147,0.692,0.292666667,-0.824,2.884,-1.644,0.138666667
TB5391SW,CA45,1/10/2006,1/17/2006,1/13/2006,1.29,1.29,1.29,1.29,0.147,0.113,0.105,0.121666667,2.884,-0.566,1.473,1.263666667
TB5644SW,CA45,1/17/2006,1/24/2006,1/20/2006,1.29,1.29,1.29,1.29,0.113,0.448,-0.166,0.131666667,-0.566,-0.572,-0.056,-0.398
TB5899SW,CA45,1/24/2006,1/31/2006,1/27/2006,1.29,1.29,1.29,1.29,0.448,0.707,0.201,0.452,-0.572,-1.068,-1.144,-0.928
TB6161SW,CA45,1/31/2006,2/7/2006,2/3/2006,1.29,-0.12,-0.12,0.35,0.707,1.227,1.154,1.029333333,-1.068,-0.542,-2.729,-1.446333333
TB6975SW,CA45,2/21/2006,2/28/2006,2/24/2006,-0.12,-0.12,-0.12,-0.12,-1.159,-1.721,-1.783,-1.554333333,2.375,-2.029,-0.121,0.075
TB7250SW,CA45,2/28/2006,3/7/2006,3/3/2006,-0.12,1.32,1.32,0.84,-1.721,0.124,-0.693,-0.763333333,-2.029,1.054,-1.667,-0.880666667
TB7521SW,CA45,3/7/2006,3/14/2006,3/10/2006,1.32,1.32,1.32,1.32,0.124,-0.677,-0.857,-0.47,1.054,-2.013,0.111,-0.282666667
TB7774SW,CA45,3/14/2006,3/21/2006,3/17/2006,1.32,1.32,1.32,1.32,-0.677,-0.107,-0.37,-0.384666667,-2.013,-3.822,-2.825,-2.886666667
TB8049SW,CA45,3/21/2006,3/28/2006,3/24/2006,1.32,1.32,1.32,1.32,-0.107,-0.142,0.374,0.041666667,-3.822,-0.913,-2.801,-2.512
TB8325SW,CA45,3/28/2006,4/4/2006,3/31/2006,1.32,1.17,1.32,1.27,-0.142,0.05,0.216,0.041333333,-0.913,-1.635,-1.202,-1.25
TB8599SW,CA45,4/4/2006,4/11/2006,4/7/2006,1.17,1.17,1.17,1.17,0.05,-0.087,0.699,0.220666667,-1.635,1.338,-2.378,-0.891666667
TB8824SW,CA45,4/11/2006,4/18/2006,4/14/2006,1.17,1.17,1.17,1.17,-0.087,0.319,-0.529,-0.099,1.338,0.319,2.121,1.259333333
TB9112SW,CA45,4/18/2006,4/25/2006,4/21/2006,1.17,1.17,1.17,1.17,0.319,0.168,0.664,0.383666667,0.319,0.287,0.562,0.389333333
TC0193SW,CA45,5/16/2006,5/23/2006,5/19/2006,-0.96,-0.96,-0.96,-0.96,0.314,-0.877,-0.063,-0.208666667,0.103,0.662,0.354,0.373
TC5502SW,CA45,10/3/2006,10/10/2006,10/6/2006,-1.52,-1.52,-1.52,-1.52,-1.313,0.48,-0.477,-0.436666667,-0.173,-1.523,0.124,-0.524
TC6528SW,CA45,10/31/2006,11/7/2006,11/3/2006,-1.52,0.05,0.05,-0.473333333,1.101,-0.062,-1.399,-0.12,-1.54,1.857,-0.636,-0.106333333
TC6816SW,CA45,11/7/2006,11/14/2006,11/10/2006,0.05,0.05,0.05,0.05,-0.062,-1.345,-0.351,-0.586,1.857,0.062,1.93,1.283
TC7150SW,CA45,11/14/2006,11/21/2006,11/17/2006,0.05,0.05,0.05,0.05,-1.345,-0.556,-0.67,-0.857,0.062,0.487,-0.422,0.042333333
TC7314SW,CA45,11/21/2006,11/28/2006,11/24/2006,0.05,0.05,0.05,0.05,-0.556,-0.59,-0.979,-0.708333333,0.487,0.684,-0.939,0.077333333
TC7919SW,CA45,12/5/2006,12/12/2006,12/8/2006,-0.39,-0.39,-0.39,-0.39,1.058,0.887,1.633,1.192666667,1.284,3.538,1.342,2.054666667
TC8136SW,CA45,12/12/2006,12/19/2006,12/15/2006,-0.39,-0.39,-0.39,-0.39,0.887,1.411,0.546,0.948,3.538,2.056,3.159,2.917666667
TC8501SW,CA45,12/20/2006,12/27/2006,12/23/2006,-0.39,-0.39,-0.39,-0.39,1.712,0.648,1.177,1.179,2.183,1.446,1.408,1.679
TC8913SW,CA45,1/2/2007,1/9/2007,1/5/2007,-0.83,-0.83,-0.83,-0.83,0.756,0.01,-0.172,0.198,3.59,2.605,3.99,3.395
TD0201SW,CA45,2/6/2007,2/13/2007,2/9/2007,-0.38,-0.38,-0.38,-0.38,0.705,0.711,0.622,0.679333333,-1.68,-1.907,-1.867,-1.818
TD0781SW,CA45,2/20/2007,2/27/2007,2/23/2007,-0.38,-0.38,-0.38,-0.38,-0.92,-1.026,-1.159,-1.035,-1.447,0.298,-1.942,-1.030333333
TD1035SW,CA45,2/27/2007,3/6/2007,3/2/2007,-0.38,-0.3,-0.3,-0.326666667,-1.026,-0.106,-0.716,-0.616,0.298,0.221,0.214,0.244333333
TD1879SW,CA45,3/20/2007,3/27/2007,3/23/2007,-0.3,-0.3,-0.3,-0.3,-0.165,0.422,0.878,0.378333333,1.297,1.322,0.812,1.143666667
TD2676SW,CA45,4/10/2007,4/17/2007,4/13/2007,-0.35,-0.35,-0.35,-0.35,0.89,1.247,0.516,0.884333333,2.63,1.342,1.343,1.771666667
TD2943SW,CA45,4/17/2007,4/24/2007,4/20/2007,-0.35,-0.35,-0.35,-0.35,1.247,0.539,1.288,1.024666667,1.342,1.246,-0.277,0.770333333
TD3472SW,CA45,5/1/2007,5/8/2007,5/4/2007,-0.3,-0.3,-0.3,-0.3,0.102,-1.033,-0.162,-0.364333333,-0.369,2.073,-0.314,0.463333333
TD6408SW,CA45,7/17/2007,7/24/2007,7/20/2007,-0.44,-0.44,-0.44,-0.44,1.275,1.326,0.82,1.140333333,-0.769,0.13,-0.3,-0.313
TD8847SW,CA45,9/18/2007,9/25/2007,9/21/2007,0.12,0.12,0.12,0.12,1.348,1.872,1.068,1.429333333,0.665,0.12,1.589,0.791333333
TD9397SW,CA45,10/2/2007,10/9/2007,10/5/2007,0.44,0.44,0.44,0.44,-0.245,-0.27,-0.973,-0.496,2.027,-1.925,-0.073,0.009666667
TD9672SW,CA45,10/9/2007,10/16/2007,10/12/2007,0.44,0.44,0.44,0.44,-0.27,1.339,1.233,0.767333333,-1.925,0.429,-0.401,-0.632333333
TD9928SW,CA45,10/16/2007,10/23/2007,10/19/2007,0.44,0.44,0.44,0.44,1.339,0.956,0.989,1.094666667,0.429,0.473,0.114,0.338666667
TE0740SW,CA45,11/6/2007,11/13/2007,11/9/2007,0.82,0.82,0.82,0.82,0.768,0.268,0.937,0.657666667,-0.112,-1.759,-0.393,-0.754666667
TE1507SW,CA45,11/27/2007,12/4/2007,11/30/2007,0.82,1.49,0.82,1.043333333,-0.192,1.136,-0.453,0.163666667,-0.215,0.015,-1.043,-0.414333333
TE1805SW,CA45,12/4/2007,12/11/2007,12/7/2007,1.49,1.49,1.49,1.49,1.136,-0.067,-0.099,0.323333333,0.015,0.342,2.49,0.949
TE2070SW,CA45,12/11/2007,12/18/2007,12/15/2007,1.49,1.49,1.49,1.49,-0.067,0.203,-0.492,-0.118666667,0.342,-0.966,0.898,0.091333333
TE2375SW,CA45,12/19/2007,12/26/2007,12/22/2007,1.49,1.49,1.49,1.49,0.299,0.142,0.833,0.424666667,0.304,2.249,0.579,1.044
TE2589SW,CA45,12/26/2007,1/2/2008,12/29/2007,1.49,1.54,1.49,1.506666667,0.142,0.456,-0.466,0.044,2.249,-2.468,1.278,0.353
TE2848SW,CA45,1/1/2008,1/8/2008,1/4/2008,1.54,1.54,1.54,1.54,0.217,-0.629,-0.426,-0.279333333,-2.031,-0.78,-0.908,-1.239666667
TE3142SW,CA45,1/8/2008,1/15/2008,1/11/2008,1.54,1.54,1.54,1.54,-0.629,0.331,0.051,-0.082333333,-0.78,0.397,-0.731,-0.371333333
TE3396SW,CA45,1/15/2008,1/22/2008,1/18/2008,1.54,1.54,1.54,1.54,0.331,-0.219,0.248,0.12,0.397,3.387,1.165,1.649666667
TE3783SW,CA45,1/22/2008,1/29/2008,1/25/2008,1.54,1.54,1.54,1.54,-0.219,-1.068,-0.807,-0.698,3.387,1.995,4.458,3.28
TE4025SW,CA45,1/29/2008,2/5/2008,2/1/2008,1.54,2.05,2.05,1.88,-1.068,-0.318,-1.172,-0.852666667,1.995,1.006,1.928,1.643
TE4760SW,CA45,2/19/2008,2/26/2008,2/22/2008,2.05,2.05,2.05,2.05,1.568,0.718,0.652,0.979333333,0.737,1.7,4.59,2.342333333
TE5515SW,CA45,3/11/2008,3/18/2008,3/14/2008,1.04,1.04,1.04,1.04,0.327,-0.494,-0.47,-0.212333333,1.822,-0.075,-0.456,0.430333333
TE6020SW,CA45,3/25/2008,4/1/2008,3/28/2008,1.04,0.56,1.04,0.88,-0.743,-0.806,-0.957,-0.835333333,1.312,0.007,0.754,0.691
TE7081SW,CA45,4/22/2008,4/29/2008,4/25/2008,0.56,0.56,0.56,0.56,-0.457,-0.31,-0.669,-0.478666667,-0.47,-1.266,0.444,-0.430666667
TF2630SW,CA45,9/16/2008,9/23/2008,9/19/2008,1.26,1.26,1.26,1.26,0.365,3.373,1.409,1.715666667,-0.447,-1.243,0.566,-0.374666667
TF3156SW,CA45,9/30/2008,10/7/2008,10/3/2008,1.26,1.52,1.52,1.433333333,-0.665,0.988,2.462,0.928333333,-0.398,0.641,-0.964,-0.240333333
TF4253SW,CA45,10/28/2008,11/4/2008,10/31/2008,1.52,1.64,1.52,1.56,0.041,0.126,-0.092,0.025,1.617,-0.045,0.828,0.8
TF4613SW,CA45,11/4/2008,11/11/2008,11/7/2008,1.64,1.64,1.64,1.64,0.126,1,0.697,0.607666667,-0.045,0.097,-0.422,-0.123333333
TF5839SW,CA45,12/9/2008,12/16/2008,12/12/2008,1.43,1.43,1.43,1.43,0.31,-1.229,-1.072,-0.663666667,0.851,2.21,1.283,1.448
TF5948SW,CA45,12/16/2008,12/23/2008,12/19/2008,1.43,1.43,1.43,1.43,-1.229,-0.967,-1.139,-1.111666667,2.21,1.696,2.318,2.074666667
TF6205SW,CA45,12/23/2008,12/30/2008,12/26/2008,1.43,1.43,1.43,1.43,-0.967,-0.426,-0.913,-0.768666667,1.696,-1.615,0.506,0.195666667
TF6462SW,CA45,12/30/2008,1/6/2009,1/2/2009,1.43,0.85,0.85,1.043333333,-0.426,0.139,-0.789,-0.358666667,-1.615,0.029,-2.099,-1.228333333
TF7810SW,CA45,2/3/2009,2/10/2009,2/7/2009,1.37,1.37,1.37,1.37,0.23,-0.723,-0.523,-0.338666667,-3.178,-1.023,0.212,-1.329666667
TF8056SW,CA45,2/10/2009,2/17/2009,2/13/2009,1.37,1.37,1.37,1.37,-0.723,0.121,-0.549,-0.383666667,-1.023,-0.22,-2.466,-1.236333333
TF8299SW,CA45,2/17/2009,2/24/2009,2/20/2009,1.37,1.37,1.37,1.37,0.121,-0.814,-0.01,-0.234333333,-0.22,0.383,0.355,0.172666667
