SampleName,site,In,Out,middate,SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily)
TK1346SW,WA14,5/22/2012,5/29/2012,5/25/2012,-0.38,-0.38,-0.38,-0.38,-0.385,0.395,0.059,0.023,-0.207,-0.181,0.968,0.193333333
TK1562SW,WA14,5/29/2012,6/5/2012,6/1/2012,-0.38,-1.51,-1.51,-1.133333333,0.395,0.417,-0.149,0.221,-0.181,-1.911,-0.407,-0.833
TK1865SW,WA14,6/5/2012,6/12/2012,6/8/2012,-1.51,-1.51,-1.51,-1.51,0.417,0.432,0.084,0.311,-1.911,-0.92,-1.31,-1.380333333
TK2360SW,WA14,6/12/2012,6/26/2012,6/19/2012,-1.51,-1.51,-1.51,-1.51,0.432,0.267,-1.282,-0.194333333,-0.92,-0.312,0.886,-0.115333333
TK2574SW,WA14,6/26/2012,7/3/2012,6/30/2012,-1.51,-0.15,-1.51,-1.056666667,0.267,-0.269,0.419,0.139,-0.312,-0.896,0.341,-0.289
TK3390SW,WA14,7/18/2012,7/24/2012,7/21/2012,-0.15,-0.15,-0.15,-0.15,-0.582,-0.493,-0.901,-0.658666667,0.901,0.928,1.251,1.026666667
TK4679SW,WA14,8/21/2012,8/28/2012,8/25/2012,-0.74,-0.74,-0.74,-0.74,0.963,0.323,0.514,0.6,0.469,-0.307,-0.015,0.049
TK5181SW,WA14,9/4/2012,9/11/2012,9/7/2012,0.22,0.22,0.22,0.22,0.03,0.284,-0.695,-0.127,1.645,1.094,1.441,1.393333333
TK6424SW,WA14,10/2/2012,10/16/2012,10/9/2012,0.17,0.17,0.17,0.17,-0.906,0.285,-1.745,-0.788666667,-0.111,-1.281,-0.677,-0.689666667
TK6744SW,WA14,10/16/2012,10/23/2012,10/20/2012,0.17,0.17,0.17,0.17,0.285,-1.185,-1.012,-0.637333333,-1.281,-2.978,-0.861,-1.706666667
TK7125SW,WA14,10/23/2012,10/30/2012,10/27/2012,0.17,0.17,0.17,0.17,-1.185,-0.445,-0.942,-0.857333333,-2.978,-2.075,-2.058,-2.370333333
TK7126SW,WA14,10/30/2012,11/3/2012,11/1/2012,0.17,0.33,0.33,0.276666667,-0.445,0.35,0.313,0.072666667,-2.075,-1.422,-2.439,-1.978666667
TK7127SW,WA14,11/3/2012,11/6/2012,11/4/2012,0.33,0.33,0.33,0.33,0.35,-0.418,0.358,0.096666667,-1.422,2.068,-0.061,0.195
TK7535SW,WA14,11/6/2012,11/13/2012,11/10/2012,0.33,0.33,0.33,0.33,-0.418,-0.753,-0.444,-0.538333333,2.068,1.35,0.087,1.168333333
TK7538SW,WA14,11/13/2012,11/20/2012,11/17/2012,0.33,0.33,0.33,0.33,-0.753,-0.385,-0.645,-0.594333333,1.35,-0.241,0.507,0.538666667
TK7926SW,WA14,11/20/2012,11/27/2012,11/24/2012,0.33,0.33,0.33,0.33,-0.385,-1.116,-0.491,-0.664,-0.241,-2.095,-0.151,-0.829
TK8900SW,WA14,12/13/2012,12/18/2012,12/15/2012,-0.77,-0.77,-0.77,-0.77,-0.779,-1.069,-0.571,-0.806333333,-1.008,-1.716,-0.999,-1.241
TK8975SW,WA14,12/18/2012,12/25/2012,12/22/2012,-0.77,-0.77,-0.77,-0.77,-1.069,0.441,-0.565,-0.397666667,-1.716,-1.273,-2.547,-1.845333333
TK9205SW,WA14,12/25/2012,1/1/2013,12/28/2012,-0.77,-0.1,-0.77,-0.546666667,0.441,0.837,0.573,0.617,-1.273,-0.768,-1.038,-1.026333333
TK9601SW,WA14,1/1/2013,1/8/2013,1/4/2013,-0.1,-0.1,-0.1,-0.1,0.837,0.284,1.227,0.782666667,-0.768,0.657,0.012,-0.033
TK9845SW,WA14,41282.58333,41290.57292,1/12/2013,-0.1,-0.1,-0.1,-0.1,0.284,0.278,-0.62,-0.019333333,0.657,-0.475,-1.867,-0.561666667
TL0347SW,WA14,1/22/2013,1/29/2013,1/26/2013,-0.1,-0.1,-0.1,-0.1,0.566,0.031,-0.22,0.125666667,-2.744,0.133,0.653,-0.652666667
TL0631SW,WA14,1/29/2013,2/5/2013,2/1/2013,-0.1,-0.47,-0.47,-0.346666667,0.031,0.512,0.284,0.275666667,0.133,-0.421,0.954,0.222
TL0923SW,WA14,2/5/2013,2/13/2013,2/9/2013,-0.47,-0.47,-0.47,-0.47,0.512,0.322,0.403,0.412333333,-0.421,-1.049,-0.7,-0.723333333
TL1092SW,WA14,2/13/2013,2/19/2013,2/16/2013,-0.47,-0.47,-0.47,-0.47,0.322,0.06,0.579,0.320333333,-1.049,-2.62,-1.093,-1.587333333
TL1579SW,WA14,2/19/2013,2/26/2013,2/23/2013,-0.47,-0.47,-0.47,-0.47,0.06,0.932,0.418,0.47,-2.62,-2.445,-1.682,-2.249
TL1662SW,WA14,2/26/2013,3/5/2013,3/2/2013,-0.47,1.06,1.06,0.55,0.932,0.291,1.144,0.789,-2.445,-3.802,-2.231,-2.826
TL2081SW,WA14,3/5/2013,3/13/2013,3/9/2013,1.06,1.06,1.06,1.06,0.291,-0.34,0.199,0.05,-3.802,-0.873,-2.755,-2.476666667
TL2139SW,WA14,3/13/2013,3/19/2013,3/16/2013,1.06,1.06,1.06,1.06,-0.34,-1.135,-0.48,-0.651666667,-0.873,-5.193,-2.077,-2.714333333
TL2583SW,WA14,3/19/2013,3/26/2013,3/23/2013,1.06,1.06,1.06,1.06,-1.135,0.395,-0.144,-0.294666667,-5.193,-4.021,-4.855,-4.689666667
TL2753SW,WA14,3/26/2013,4/2/2013,3/30/2013,1.06,0.01,1.06,0.71,0.395,-0.246,-0.264,-0.038333333,-4.021,-2.445,-0.99,-2.485333333
TL3043SW,WA14,4/2/2013,4/9/2013,4/6/2013,0.01,0.01,0.01,0.01,-0.246,0.291,-0.171,-0.042,-2.445,-0.324,-2.322,-1.697
TL3572SW,WA14,4/9/2013,4/16/2013,4/13/2013,0.01,0.01,0.01,0.01,0.291,-0.516,-0.504,-0.243,-0.324,0.677,-0.154,0.066333333
TL3581SW,WA14,4/16/2013,4/23/2013,4/20/2013,0.01,0.01,0.01,0.01,-0.516,-1.139,-0.963,-0.872666667,0.677,2.614,3.27,2.187
TL4109SW,WA14,4/22/2013,4/30/2013,4/26/2013,0.01,0.01,0.01,0.01,-1.259,-0.767,-1.093,-1.039666667,3.244,-0.544,1.312,1.337333333
TL4848SW,WA14,5/7/2013,5/14/2013,5/11/2013,0.9,0.9,0.9,0.9,0.678,-0.495,1.047,0.41,1.197,0.173,1.432,0.934
TL4847SW,WA14,5/14/2013,5/22/2013,5/18/2013,0.9,0.9,0.9,0.9,-0.495,-0.69,-0.914,-0.699666667,0.173,-0.221,-0.349,-0.132333333
TL5186SW,WA14,5/22/2013,5/31/2013,5/26/2013,0.9,0.9,0.9,0.9,-0.69,-0.812,-0.407,-0.636333333,-0.221,-0.272,0.852,0.119666667
TL5487SW,WA14,6/4/2013,6/12/2013,6/8/2013,1.45,1.45,1.45,1.45,-0.957,-0.613,-1.066,-0.878666667,-0.066,1.113,1.103,0.716666667
TL6019SW,WA14,6/12/2013,6/25/2013,6/19/2013,1.45,1.45,1.45,1.45,-0.613,0.613,0.174,0.058,1.113,-0.131,0.783,0.588333333
TL6524SW,WA14,6/25/2013,7/3/2013,6/29/2013,1.45,0.76,1.45,1.22,0.613,1.118,1.125,0.952,-0.131,1.152,0.393,0.471333333
TL8586SW,WA14,8/20/2013,8/28/2013,8/24/2013,-0.23,-0.23,-0.23,-0.23,-0.219,0.698,-0.487,-0.002666667,0.505,0.096,0.255,0.285333333
TL8718SW,WA14,8/28/2013,9/4/2013,9/1/2013,-0.23,0.41,0.41,0.196666667,0.698,0.513,0.213,0.474666667,0.096,0.33,0.956,0.460666667
TL9518SW,WA14,9/10/2013,9/17/2013,9/14/2013,0.41,0.41,0.41,0.41,0.656,0.444,0.413,0.504333333,0.411,-0.553,-0.03,-0.057333333
TL9511SW,WA14,9/17/2013,9/24/2013,9/21/2013,0.41,0.41,0.41,0.41,0.444,0.225,0.207,0.292,-0.553,-2.188,-1.227,-1.322666667
TM0057SW,WA14,9/24/2013,10/9/2013,10/1/2013,0.41,-0.34,-0.34,-0.09,0.225,-0.361,-0.888,-0.341333333,-2.188,0.529,-0.497,-0.718666667
TM0954SW,WA14,10/29/2013,11/5/2013,11/1/2013,-0.34,0.75,0.75,0.386666667,0.18,-0.425,-0.287,-0.177333333,2.274,2.483,2.084,2.280333333
TM1127SW,WA14,11/5/2013,11/12/2013,11/8/2013,0.75,0.75,0.75,0.75,-0.425,-0.686,-0.756,-0.622333333,2.483,3.1,3.149,2.910666667
TM1398SW,WA14,11/12/2013,11/19/2013,11/15/2013,0.75,0.75,0.75,0.75,-0.686,-0.966,-1.956,-1.202666667,3.1,1.101,4.469,2.89
TM1955SW,WA14,11/26/2013,12/2/2013,11/29/2013,0.75,-0.05,0.75,0.483333333,-0.113,-0.173,-0.558,-0.281333333,1.602,1.861,2.31,1.924333333
TM2489SW,WA14,12/9/2013,12/16/2013,12/12/2013,-0.05,-0.05,-0.05,-0.05,-1.085,-0.604,-0.634,-0.774333333,0.883,3.798,1.416,2.032333333
TM2738SW,WA14,12/16/2013,12/24/2013,12/20/2013,-0.05,-0.05,-0.05,-0.05,-0.604,-0.14,-0.492,-0.412,3.798,1.293,2.42,2.503666667
TM3354SW,WA14,12/31/2013,1/7/2014,1/4/2014,-0.05,1.19,1.19,0.776666667,0.44,0.53,-0.2,0.256666667,-1.198,-1.376,-1.657,-1.410333333
TM3746SW,WA14,1/7/2014,1/14/2014,1/11/2014,1.19,1.19,1.19,1.19,0.53,0.688,-0.152,0.355333333,-1.376,-0.668,0.498,-0.515333333
TM4125SW,WA14,1/21/2014,1/28/2014,1/25/2014,1.19,1.19,1.19,1.19,1.172,0.323,0.53,0.675,-1.843,-2.408,0.133,-1.372666667
TM4422SW,WA14,1/28/2014,2/4/2014,1/31/2014,1.19,-0.32,1.19,0.686666667,0.323,-1.06,-0.617,-0.451333333,-2.408,-0.148,0.341,-0.738333333
TM4708SW,WA14,2/4/2014,2/11/2014,2/7/2014,-0.32,-0.32,-0.32,-0.32,-1.06,-0.786,-0.724,-0.856666667,-0.148,1.283,0.542,0.559
TM5165SW,WA14,2/11/2014,2/18/2014,2/14/2014,-0.32,-0.32,-0.32,-0.32,-0.786,-0.098,-0.794,-0.559333333,1.283,-0.264,-0.924,0.031666667
TM5345SW,WA14,2/18/2014,2/25/2014,2/21/2014,-0.32,-0.32,-0.32,-0.32,-0.098,0.507,0.004,0.137666667,-0.264,-0.784,0.542,-0.168666667
TM5497SW,WA14,2/25/2014,3/4/2014,3/1/2014,-0.32,-1.7,-1.7,-1.24,0.507,-0.209,-0.839,-0.180333333,-0.784,-0.028,-1.463,-0.758333333
TM5761SW,WA14,3/4/2014,3/11/2014,3/8/2014,-1.7,-1.7,-1.7,-1.7,-0.209,0.486,0.82,0.365666667,-0.028,0.951,1.489,0.804
TM6019SW,WA14,3/11/2014,3/18/2014,3/14/2014,-1.7,-1.7,-1.7,-1.7,0.486,-0.08,0.71,0.372,0.951,2.366,2.502,1.939666667
TM6275SW,WA14,3/18/2014,3/25/2014,3/21/2014,-1.7,-1.7,-1.7,-1.7,-0.08,-0.408,-0.352,-0.28,2.366,1.025,3.072,2.154333333
TM6532SW,WA14,3/25/2014,4/1/2014,3/28/2014,-1.7,0.81,-1.7,-0.863333333,-0.408,-0.594,-0.769,-0.590333333,1.025,-0.707,-0.797,-0.159666667
TM6662SW,WA14,4/1/2014,4/8/2014,4/4/2014,0.81,0.81,0.81,0.81,-0.594,0.416,-0.091,-0.089666667,-0.707,1.241,0.771,0.435
TM7015SW,WA14,4/8/2014,4/15/2014,4/11/2014,0.81,0.81,0.81,0.81,0.416,0.197,-0.625,-0.004,1.241,1.481,3.54,2.087333333
TM7572SW,WA14,4/22/2014,4/29/2014,4/25/2014,0.81,0.81,0.81,0.81,0.788,1.071,0.543,0.800666667,0.264,-1.369,-1.208,-0.771
TM7742SW,WA14,4/29/2014,5/6/2014,5/2/2014,0.81,0.72,0.72,0.75,1.071,-0.381,0.353,0.347666667,-1.369,0.77,-0.45,-0.349666667
TM8162SW,WA14,5/6/2014,5/13/2014,5/9/2014,0.72,0.72,0.72,0.72,-0.381,-0.02,-0.502,-0.301,0.77,0.82,1.733,1.107666667
TM8397SW,WA14,5/13/2014,5/20/2014,5/16/2014,0.72,0.72,0.72,0.72,-0.02,0.106,1.009,0.365,0.82,-0.165,2.002,0.885666667
TM8602SW,WA14,5/20/2014,5/27/2014,5/23/2014,0.72,0.72,0.72,0.72,0.106,-1.344,-1.121,-0.786333333,-0.165,-0.91,0.115,-0.32
TM9387SW,WA14,5/27/2014,6/17/2014,6/6/2014,0.72,-0.46,-0.46,-0.066666667,-1.344,-0.693,-1.223,-1.086666667,-0.91,-0.143,-1.562,-0.871666667
TM9648SW,WA14,6/17/2014,6/24/2014,6/20/2014,-0.46,-0.46,-0.46,-0.46,-0.693,1.59,0.802,0.566333333,-0.143,-0.442,-1.039,-0.541333333
TM9905SW,WA14,6/24/2014,7/1/2014,6/28/2014,-0.46,-0.26,-0.46,-0.393333333,1.59,0.541,0.027,0.719333333,-0.442,-0.596,-0.524,-0.520666667
TN1200SW,WA14,7/22/2014,7/29/2014,7/26/2014,-0.26,-0.26,-0.26,-0.26,-1.083,0.409,-1.045,-0.573,-0.012,-0.738,-0.884,-0.544666667
TN1632SW,WA14,8/5/2014,8/12/2014,8/9/2014,-1.42,-1.42,-1.42,-1.42,1.536,2.127,2.071,1.911333333,-0.847,-0.524,-1.512,-0.961
TN1859SW,WA14,8/12/2014,8/19/2014,8/16/2014,-1.42,-1.42,-1.42,-1.42,2.127,0.605,1.567,1.433,-0.524,-0.37,-0.435,-0.443
TN2598SW,WA14,9/2/2014,9/9/2014,9/5/2014,-0.66,-0.66,-0.66,-0.66,-0.195,0.298,0.377,0.16,0.682,0.354,-0.331,0.235
TN3135SW,WA14,9/16/2014,9/23/2014,9/19/2014,-0.66,-0.66,-0.66,-0.66,0.915,0.394,0.773,0.694,-1.924,0.475,-0.975,-0.808
TN3460SW,WA14,9/23/2014,9/30/2014,9/26/2014,-0.66,-0.66,-0.66,-0.66,0.394,-0.532,0.957,0.273,0.475,1.418,2.168,1.353666667
TN3967SW,WA14,10/7/2014,10/14/2014,10/10/2014,-0.86,-0.86,-0.86,-0.86,0.153,0.15,1.488,0.597,-3.993,-1.982,-2.01,-2.661666667
TN4215SW,WA14,10/14/2014,10/20/2014,10/17/2014,-0.86,-0.86,-0.86,-0.86,0.15,0.925,0.543,0.539333333,-1.982,-0.474,-2.81,-1.755333333
TN4566SW,WA14,10/20/2014,10/22/2014,10/21/2014,-0.86,-0.86,-0.86,-0.86,0.925,0.718,0.953,0.865333333,-0.474,0.092,-0.3,-0.227333333
TN4567SW,WA14,10/22/2014,10/28/2014,10/25/2014,-0.86,-0.86,-0.86,-0.86,0.718,0.027,0.023,0.256,0.092,0.202,-0.022,0.090666667
TN4658SW,WA14,10/28/2014,11/4/2014,10/31/2014,-0.86,-0.96,-0.86,-0.893333333,0.027,0.106,0.531,0.221333333,0.202,1.015,-0.399,0.272666667
TN5146SW,WA14,11/4/2014,11/11/2014,11/8/2014,-0.96,-0.96,-0.96,-0.96,0.106,0.795,1.147,0.682666667,1.015,-2.197,-0.131,-0.437666667
TN5409SW,WA14,11/18/2014,11/26/2014,11/22/2014,-0.96,-0.96,-0.96,-0.96,0.917,-0.343,0.315,0.296333333,-1.649,0.38,-0.391,-0.553333333
TN6184SW,WA14,12/2/2014,12/9/2014,12/5/2014,-0.66,-0.66,-0.66,-0.66,-0.772,1.309,0.156,0.231,0.266,0.224,-0.683,-0.064333333
TN6350SW,WA14,12/9/2014,12/16/2014,12/13/2014,-0.66,-0.66,-0.66,-0.66,1.309,0.865,0.488,0.887333333,0.224,1.33,1.318,0.957333333
TN6670SW,WA14,12/16/2014,12/23/2014,12/20/2014,-0.66,-0.66,-0.66,-0.66,0.865,0.435,0.778,0.692666667,1.33,0.565,1.047,0.980666667
TN6678SW,WA14,12/23/2014,12/30/2014,12/27/2014,-0.66,-0.66,-0.66,-0.66,0.435,0.569,-0.039,0.321666667,0.565,1.15,-1.069,0.215333333
TN7097SW,WA14,12/30/2014,1/6/2015,1/3/2015,-0.66,-0.87,-0.87,-0.8,0.569,-0.016,-0.583,-0.01,1.15,1.247,1.836,1.411
TN7922SW,WA14,1/13/2015,1/20/2015,1/17/2015,-0.87,-0.87,-0.87,-0.87,0.724,0.549,0.618,0.630333333,1.375,-1.035,-0.276,0.021333333
TN8185SW,WA14,1/20/2015,1/27/2015,1/24/2015,-0.87,-0.87,-0.87,-0.87,0.549,-0.064,0.502,0.329,-1.035,2.188,0.57,0.574333333
TN8115SW,WA14,1/27/2015,2/3/2015,1/30/2015,-0.87,-0.04,-0.87,-0.593333333,-0.064,0.171,-0.908,-0.267,2.188,-0.796,0.17,0.520666667
TN8607SW,WA14,2/3/2015,2/10/2015,2/6/2015,-0.04,-0.04,-0.04,-0.04,0.171,0.577,0.304,0.350666667,-0.796,1.441,-0.762,-0.039
TN8630SW,WA14,2/10/2015,2/17/2015,2/13/2015,-0.04,-0.04,-0.04,-0.04,0.577,1.32,0.973,0.956666667,1.441,0.492,0.643,0.858666667
TN8969SW,WA14,2/17/2015,2/24/2015,2/20/2015,-0.04,-0.04,-0.04,-0.04,1.32,-0.119,0.563,0.588,0.492,1.714,1.646,1.284
TN9314SW,WA14,2/24/2015,3/3/2015,2/27/2015,-0.04,-1.4,-0.04,-0.493333333,-0.119,-1.964,-0.722,-0.935,1.714,2.176,2.763,2.217666667
TN9995SW,WA14,3/17/2015,3/24/2015,3/20/2015,-1.4,-1.4,-1.4,-1.4,0.471,0.342,0.214,0.342333333,-1.23,1.435,-0.875,-0.223333333
TN9998SW,WA14,3/17/2015,3/24/2015,3/20/2015,-1.4,-1.4,-1.4,-1.4,0.471,0.342,0.214,0.342333333,-1.23,1.435,-0.875,-0.223333333
TJ3587SW,WA19,10/25/2011,11/1/2011,10/28/2011,0.91,1.41,0.91,1.076666667,-0.39,-0.83,-0.02,-0.413333333,-0.898,1.42,-0.263,0.086333333
TJ3905SW,WA19,11/1/2011,11/8/2011,11/4/2011,1.41,1.41,1.41,1.41,-0.83,-0.211,-0.573,-0.538,1.42,1.302,0.458,1.06
TJ4712SW,WA19,11/15/2011,11/22/2011,11/19/2011,1.41,1.41,1.41,1.41,-1.167,-0.081,-1.324,-0.857333333,0.981,1.729,1.433,1.381
TJ4714SW,WA19,11/22/2011,11/29/2011,11/26/2011,1.41,1.41,1.41,1.41,-0.081,0.364,0.573,0.285333333,1.729,2.615,3.342,2.562
TJ4951SW,WA19,11/29/2011,12/6/2011,12/3/2011,1.41,2.45,2.45,2.103333333,0.364,-0.354,-0.235,-0.075,2.615,3.729,3.948,3.430666667
TJ5404SW,WA19,12/13/2011,12/20/2011,12/17/2011,2.45,2.45,2.45,2.45,0.206,0.394,0.437,0.345666667,1.752,0.853,-0.018,0.862333333
TJ5687SW,WA19,12/20/2011,12/27/2011,12/24/2011,2.45,2.45,2.45,2.45,0.394,0.771,0.114,0.426333333,0.853,2.614,3.57,2.345666667
TJ5928SW,WA19,12/27/2011,1/3/2012,12/31/2011,2.45,0.9,2.45,1.933333333,0.771,0.829,0.387,0.662333333,2.614,0.959,2.865,2.146
TJ6170SW,WA19,1/3/2012,1/10/2012,1/7/2012,0.9,0.9,0.9,0.9,0.829,0.499,0.576,0.634666667,0.959,1.489,0.123,0.857
TJ6725SW,WA19,1/10/2012,1/17/2012,1/14/2012,0.9,0.9,0.9,0.9,0.499,-0.605,0.106,0,1.489,0.184,0.365,0.679333333
TJ6883SW,WA19,1/17/2012,1/24/2012,1/20/2012,0.9,0.9,0.9,0.9,-0.605,-0.314,-0.339,-0.419333333,0.184,-1.775,0.261,-0.443333333
TJ6998SW,WA19,1/24/2012,1/31/2012,1/27/2012,0.9,0.9,0.9,0.9,-0.314,0.742,0.562,0.33,-1.775,-2.275,-2.837,-2.295666667
TJ7521SW,WA19,1/31/2012,2/7/2012,2/3/2012,0.9,0.22,0.22,0.446666667,0.742,0.947,1.071,0.92,-2.275,-2.086,-1.887,-2.082666667
TJ7626SW,WA19,2/7/2012,2/14/2012,2/10/2012,0.22,0.22,0.22,0.22,0.947,0.896,1.577,1.14,-2.086,0.31,-0.933,-0.903
TJ7767SW,WA19,2/14/2012,2/21/2012,2/17/2012,0.22,0.22,0.22,0.22,0.896,0.459,0.674,0.676333333,0.31,1.528,0.822,0.886666667
TJ8022SW,WA19,2/21/2012,2/28/2012,2/24/2012,0.22,0.22,0.22,0.22,0.459,-0.646,0.01,-0.059,1.528,1.91,1.651,1.696333333
TJ8205SW,WA19,2/28/2012,3/6/2012,3/2/2012,0.22,0.2,0.2,0.206666667,-0.646,-1.194,-0.667,-0.835666667,1.91,3.045,1.146,2.033666667
TJ8538SW,WA19,3/6/2012,3/13/2012,3/9/2012,0.2,0.2,0.2,0.2,-1.194,0.357,-0.363,-0.4,3.045,0.076,2.482,1.867666667
TJ8851SW,WA19,3/13/2012,3/20/2012,3/16/2012,0.2,0.2,0.2,0.2,0.357,0.75,0.728,0.611666667,0.076,2.085,2.229,1.463333333
TJ9103SW,WA19,3/20/2012,3/27/2012,3/23/2012,0.2,0.2,0.2,0.2,0.75,0.713,0.137,0.533333333,2.085,-0.323,-1.528,0.078
TJ9307SW,WA19,3/27/2012,4/3/2012,3/30/2012,0.2,-0.65,0.2,-0.083333333,0.713,0.774,0.96,0.815666667,-0.323,-0.207,-0.234,-0.254666667
TJ9548SW,WA19,4/3/2012,4/10/2012,4/6/2012,-0.65,-0.65,-0.65,-0.65,0.774,0.58,0.438,0.597333333,-0.207,0.015,0.59,0.132666667
TJ9690SW,WA19,4/10/2012,4/17/2012,4/13/2012,-0.65,-0.65,-0.65,-0.65,0.58,-0.368,0.149,0.120333333,0.015,1.055,-0.572,0.166
TK0035SW,WA19,4/17/2012,4/24/2012,4/20/2012,-0.65,-0.65,-0.65,-0.65,-0.368,0.165,-0.266,-0.156333333,1.055,-1.325,-0.049,-0.106333333
TK0332SW,WA19,4/24/2012,5/1/2012,4/27/2012,-0.65,-0.38,-0.65,-0.56,0.165,-1.548,-0.337,-0.573333333,-1.325,0.741,-0.679,-0.421
TK0584SW,WA19,5/1/2012,5/8/2012,5/4/2012,-0.38,-0.38,-0.38,-0.38,-1.548,0.165,-0.898,-0.760333333,0.741,-0.01,-0.456,0.091666667
TK1098SW,WA19,5/15/2012,5/22/2012,5/18/2012,-0.38,-0.38,-0.38,-0.38,0.356,-0.385,0.01,-0.006333333,-0.089,-0.207,0.015,-0.093666667
TK1358SW,WA19,5/22/2012,5/29/2012,5/25/2012,-0.38,-0.38,-0.38,-0.38,-0.385,0.395,0.059,0.023,-0.207,-0.181,0.968,0.193333333
TK2208SW,WA19,5/29/2012,6/5/2012,6/1/2012,-0.38,-1.51,-1.51,-1.133333333,0.395,0.417,-0.149,0.221,-0.181,-1.911,-0.407,-0.833
TK1873SW,WA19,6/5/2012,6/12/2012,6/9/2012,-1.51,-1.51,-1.51,-1.51,0.417,0.432,0.187,0.345333333,-1.911,-0.92,-1.113,-1.314666667
TK2107SW,WA19,6/12/2012,6/19/2012,6/15/2012,-1.51,-1.51,-1.51,-1.51,0.432,-1.282,-0.742,-0.530666667,-0.92,0.886,-1.906,-0.646666667
TK2368SW,WA19,6/19/2012,6/26/2012,6/22/2012,-1.51,-1.51,-1.51,-1.51,-1.282,0.267,-1.437,-0.817333333,0.886,-0.312,-0.109,0.155
TK2576SW,WA19,6/26/2012,7/3/2012,6/29/2012,-1.51,-0.15,-1.51,-1.056666667,0.267,-0.269,0.467,0.155,-0.312,-0.896,-0.265,-0.491
TK2883SW,WA19,7/3/2012,7/10/2012,7/6/2012,-0.15,-0.15,-0.15,-0.15,-0.269,0.193,-0.863,-0.313,-0.896,0.026,-1.934,-0.934666667
TK3320SW,WA19,7/10/2012,7/17/2012,7/14/2012,-0.15,-0.15,-0.15,-0.15,0.193,-1.158,-0.082,-0.349,0.026,1.047,0.644,0.572333333
TK3388SW,WA19,7/17/2012,7/24/2012,7/21/2012,-0.15,-0.15,-0.15,-0.15,-1.158,-0.493,-0.901,-0.850666667,1.047,0.928,1.251,1.075333333
TK5179SW,WA19,9/4/2012,9/11/2012,9/8/2012,0.22,0.22,0.22,0.22,0.03,0.284,-0.449,-0.045,1.645,1.094,0.944,1.227666667
TK6425SW,WA19,10/9/2012,10/16/2012,10/13/2012,0.17,0.17,0.17,0.17,-1.745,0.285,0.85,-0.203333333,-0.677,-1.281,-1.822,-1.26
TK6619SW,WA19,10/16/2012,10/23/2012,10/20/2012,0.17,0.17,0.17,0.17,0.285,-1.185,-1.012,-0.637333333,-1.281,-2.978,-0.861,-1.706666667
TK6917SW,WA19,10/23/2012,10/30/2012,10/27/2012,0.17,0.17,0.17,0.17,-1.185,-0.445,-0.942,-0.857333333,-2.978,-2.075,-2.058,-2.370333333
TK7173SW,WA19,10/30/2012,11/6/2012,11/3/2012,0.17,0.33,0.33,0.276666667,-0.445,-0.418,0.35,-0.171,-2.075,2.068,-1.422,-0.476333333
TK7424SW,WA19,11/6/2012,11/13/2012,11/10/2012,0.33,0.33,0.33,0.33,-0.418,-0.753,-0.444,-0.538333333,2.068,1.35,0.087,1.168333333
TK7765SW,WA19,11/13/2012,11/20/2012,11/17/2012,0.33,0.33,0.33,0.33,-0.753,-0.385,-0.645,-0.594333333,1.35,-0.241,0.507,0.538666667
TK8898SW,WA19,12/11/2012,12/18/2012,12/14/2012,-0.77,-0.77,-0.77,-0.77,-0.88,-1.069,-0.614,-0.854333333,-2.3,-1.716,-1.162,-1.726
TK8982SW,WA19,12/18/2012,12/26/2012,12/22/2012,-0.77,-0.77,-0.77,-0.77,-1.069,0.484,-0.565,-0.383333333,-1.716,-0.588,-2.547,-1.617
TK9386SW,WA19,12/26/2012,1/2/2013,12/30/2012,-0.77,-0.1,-0.77,-0.546666667,0.484,1.368,0.605,0.819,-0.588,-0.411,-0.649,-0.549333333
TK9484SW,WA19,1/2/2013,1/8/2013,1/5/2013,-0.1,-0.1,-0.1,-0.1,1.368,0.284,0.989,0.880333333,-0.411,0.657,-0.321,-0.025
TK9890SW,WA19,1/8/2013,1/15/2013,1/12/2013,-0.1,-0.1,-0.1,-0.1,0.284,0.019,-0.62,-0.105666667,0.657,-0.536,-1.867,-0.582
TL0484SW,WA19,1/22/2013,1/29/2013,1/26/2013,-0.1,-0.1,-0.1,-0.1,0.566,0.031,-0.22,0.125666667,-2.744,0.133,0.653,-0.652666667
TL0576SW,WA19,1/29/2013,2/5/2013,2/2/2013,-0.1,-0.47,-0.47,-0.346666667,0.031,0.512,0.357,0.3,0.133,-0.421,1.263,0.325
TL0911SW,WA19,2/5/2013,2/12/2013,2/8/2013,-0.47,-0.47,-0.47,-0.47,0.512,0.353,0.364,0.409666667,-0.421,-1.087,-0.712,-0.74
TL1088SW,WA19,2/12/2013,2/19/2013,2/15/2013,-0.47,-0.47,-0.47,-0.47,0.353,0.06,0.582,0.331666667,-1.087,-2.62,-1.225,-1.644
TL1429SW,WA19,2/19/2013,2/26/2013,2/23/2013,-0.47,-0.47,-0.47,-0.47,0.06,0.932,0.418,0.47,-2.62,-2.445,-1.682,-2.249
TL1703SW,WA19,2/26/2013,3/5/2013,3/1/2013,-0.47,1.06,1.06,0.55,0.932,0.291,1.398,0.873666667,-2.445,-3.802,-1.724,-2.657
