SampleName,site,In,Out,middate,dxs,dD,unc,dO,unc,amount [mL],SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily)
NY9467SW,WA14,38041.38333,38048.3875,38044.88542,8.619060933,-79.36912333,1.099816803,-10.99852303,0.340512849,2129.9,0.77,-0.11,0.77,0.476666667,0.334,-0.341,-0.085,-0.030666667,-2.818,-0.908,-3.13,-2.285333333
NY9725SW,WA14,38048.3875,38055.39375,38051.89063,11.11963367,-64.49595593,1.230286958,-9.4519487,0.47141277,8768.7,-0.11,-0.11,-0.11,-0.11,-0.341,1.213,-0.275,0.199,-0.908,0.148,0.168,-0.197333333
NZ0172SW,WA14,38062.29514,38069.38403,38065.83958,16.46009713,-47.85982127,0.904160937,-8.0399898,0.357158228,3099.9,-0.11,-0.11,-0.11,-0.11,-0.49,-0.598,-0.912,-0.666666667,2.562,-1.603,2.095,1.018
NZ0450SW,WA14,38069.38403,38076.3875,38072.88576,11.83609847,-72.92398767,0.975411708,-10.59501077,0.4129213,8231.2,-0.11,-0.11,-0.11,-0.11,-0.598,1.517,0.289,0.402666667,-1.603,-0.831,-0.203,-0.879
nZ0745(maybe0756?),WA14,38076.3875,38083.375,38079.88125,13.53172453,-49.3745648,4.48235,-7.863286167,3.083348,347.8,-0.11,-1.91,-1.91,-1.31,1.517,1.331,1.583,1.477,-0.831,-1.465,0.153,-0.714333333
NZ1268SW,WA14,38090.38889,38097.38681,38093.88785,5.758221133,-70.55750233,1.221174025,-9.539465433,0.408962101,2122.3,-1.91,-1.91,-1.91,-1.91,0.21,-0.693,-0.189,-0.224,0.429,-1.255,0.657,-0.056333333
NZ1501SW,WA14,38097.38681,38103.68681,38100.53681,7.690566467,-67.3344522,0.647170766,-9.378127333,0.308035712,701.2,-1.91,-1.91,-1.91,-1.91,-0.693,0.271,-0.247,-0.223,-1.255,0.504,-0.244,-0.331666667
NZ2046SW,WA14,38110.50347,38118.55208,38114.52778,9.069993067,-39.122796,1.099620844,-6.024098633,0.324875361,2078.9,1.22,1.22,1.22,1.22,0.229,-1.43,-1.354,-0.851666667,0.996,-0.323,-1.016,-0.114333333
NZ2558SW,WA14,38125.54931,38132.42361,38128.98646,7.571225333,-49.47745547,0.651510552,-7.1310851,0.265520244,456.1,1.22,1.22,1.22,1.22,0.406,-1.058,0.085,-0.189,0.976,-0.338,0.343,0.327
NZ2899SW,WA14,38132.42361,38139.36042,38135.89201,7.9169042,-77.09170273,1.146218129,-10.62607587,0.3234687,5693.1,1.22,-1.91,1.22,0.176666667,-1.058,-0.787,-2.457,-1.434,-0.338,-0.969,0.056,-0.417
NZ3170SW,WA14,38139.36042,38146.48264,38142.92153,8.1243104,-56.72738907,1.145169856,-8.106462433,0.347744159,3443,-1.91,-1.91,-1.91,-1.91,-0.787,-0.641,-0.279,-0.569,-0.969,0.795,-0.328,-0.167333333
NZ3366SW,WA14,38146.48264,38153.45833,38149.97049,7.4622824,-57.2264088,0.635561169,-8.0860864,0.349171877,2774.6,-1.91,-1.91,-1.91,-1.91,-0.641,-0.623,-0.809,-0.691,0.795,1.319,0.294,0.802666667
NZ4231SW,WA14,38167.33472,38174.33333,38170.83403,4.1360534,-39.07295833,0.998592009,-5.401126467,0.334187073,576,-1.91,-0.72,-0.72,-1.116666667,0.515,-0.666,-0.208,-0.119666667,-0.522,0.249,-0.405,-0.226
NZ4725SW,WA14,38174.33333,38181.33819,38177.83576,9.467884333,-81.12308767,1.442830898,-11.3238715,0.46779162,1443.9,-0.72,-0.72,-0.72,-0.72,-0.666,0.007,-0.624,-0.427666667,0.249,0.195,0.018,0.154
NZ4711SW,WA14,38181.33819,38188.33333,38184.83576,3.9048788,-42.17414733,1.211903462,-5.759878267,0.547077691,615.4,-0.72,-0.72,-0.72,-0.72,0.007,1.396,-0.245,0.386,0.195,-0.276,-0.457,-0.179333333
NZ5641SW,WA14,38202.35,38209.33333,38205.84167,3.2920166,-87.16534207,1.344143966,-11.30716983,0.341388342,2063.9,-0.9,-0.9,-0.9,-0.9,-0.362,0.581,-0.081,0.046,-1.051,-1.691,-1.295,-1.345666667
NZ6043SW,WA14,38216.33681,38223.33681,38219.83681,8.505385933,-79.66718473,0.580168941,-11.02157133,0.289981034,4210.9,-0.9,-0.9,-0.9,-0.9,2.021,1.468,2.322,1.937,-0.647,-0.297,-1.06,-0.668
NZ6325SW,WA14,38223.33681,38230.33333,38226.83507,10.3548628,-52.3937628,1.160095686,-7.8435782,0.368905137,9422.7,-0.9,-0.9,-0.9,-0.9,1.468,-0.514,0.665,0.539666667,-0.297,0.122,0.49,0.105
NZ6839SW,WA14,38230.33333,38237.33333,38233.83333,10.8792078,-51.059721,1.390230556,-7.7423661,0.440650655,680.7,-0.9,-0.31,-0.31,-0.506666667,-0.514,0.062,-1.441,-0.631,0.122,0.155,0.469,0.248666667
NZ7246SW,WA14,38237.33333,38244.45139,38240.89236,8.306871067,-47.07431533,1.13578255,-6.9226483,0.331362339,6370.7,-0.31,-0.31,-0.31,-0.31,0.062,0.899,1.71,0.890333333,0.155,1.625,1.252,1.010666667
NZ7172SW,WA14,38244.45139,38250.59375,38247.52257,19.02626507,-67.87430667,1.161840781,-10.86257147,0.362196079,4938.6,-0.31,-0.31,-0.31,-0.31,0.899,-0.053,0.681,0.509,1.625,0.472,1.469,1.188666667
NZ7382SW,WA14,38250.59375,38258.375,38254.48438,4.774372333,-43.39436633,1.094375164,-6.021092333,0.350322708,4938.6,-0.31,-0.31,-0.31,-0.31,-0.053,-2.104,-1.77,-1.309,0.472,0.986,0.302,0.586666667
NZ7973SW,WA14,38265.37847,38272.50347,38268.94097,11.73378233,-58.72700487,0.826782922,-8.8075984,0.307832747,8730.6,-0.42,-0.42,-0.42,-0.42,0.358,0.362,0.847,0.522333333,-0.265,-0.578,-0.562,-0.468333333
NZ8247SW,WA14,38272.50347,38279.44444,38275.97396,11.34253553,-101.7115101,1.07871544,-14.1317557,0.355475738,3694.4,-0.42,-0.42,-0.42,-0.42,0.362,-1.576,-1.625,-0.946333333,-0.578,-2.04,-1.05,-1.222666667
NZ8518SW,WA14,38279.44444,38286.42708,38282.93576,13.93131773,-63.7258836,0.925443137,-9.707150167,0.428479871,2612.2,-0.42,-0.42,-0.42,-0.42,-1.576,-0.789,-1.132,-1.165666667,-2.04,-1.123,-0.289,-1.150666667
NZ8775SW,WA14,38286.42708,38293.37083,38289.89896,11.96995733,-48.691628,1.384988448,-7.582698167,0.290687117,8630.6,-0.42,-1.06,-0.42,-0.633333333,-0.789,0.29,-0.117,-0.205333333,-1.123,1.097,0.527,0.167
NZ8980SW,WA14,38293.37083,38300.4375,38296.90417,16.31153273,-21.20020647,4.48235,-4.6889674,3.083348,1240.2,-1.06,-1.06,-1.06,-1.06,0.29,-0.084,-0.194,0.004,1.097,1.149,1.244,1.163333333
NZ9348SW,WA14,38300.4375,38307.45833,38303.94792,6.453660067,-58.30451007,4.48235,-8.094771267,3.083348,3283,-1.06,-1.06,-1.06,-1.06,-0.084,0.423,0.095,0.144666667,1.149,1.66,1.264,1.357666667
NZ9524SW,WA14,38307.45833,38314.51736,38310.98785,16.92764647,-52.3252762,1.002751215,-8.656615333,0.387676411,4957.8,-1.06,-1.06,-1.06,-1.06,0.423,0.275,0.461,0.386333333,1.66,-0.625,0.09,0.375
NZ9825SW,WA14,38314.52083,38321.57292,38318.04688,12.32948687,-58.4466278,0.965039896,-8.847014333,0.333715448,13058.4,-1.06,-1.06,-1.06,-1.06,0.275,-0.38,-0.074,-0.059666667,-0.625,0.451,-0.514,-0.229333333
TA0149SW,WA14,38321.57292,38329.41667,38325.49479,10.77478073,-88.0868566,1.909612264,-12.35770467,0.783399004,5263.6,-1.06,-0.94,-0.94,-0.98,-0.38,0.122,-0.161,-0.139666667,0.451,0.607,1.159,0.739
TA0400SW,WA14,38329.41667,38335.5,38332.45833,11.45116327,-53.02107433,1.0098995,-8.0590297,0.21926468,14729.8,-0.94,-0.94,-0.94,-0.94,0.122,1.282,1.347,0.917,0.607,0.309,-0.33,0.195333333
TA0448SW,WA14,38335.5,38342.49653,38338.99826,13.02042833,-40.01183567,1.193010478,-6.629033,0.383041773,1675.2,-0.94,-0.94,-0.94,-0.94,1.282,-0.181,0.776,0.625666667,0.309,0.84,2.055,1.068
TA0842SW,WA14,38342.5,38349.60417,38346.05208,7.640966267,-127.5875481,0.799217743,-16.9035643,0.37737117,2845.1,-0.94,-0.94,-0.94,-0.94,-0.181,-1.055,-0.634,-0.623333333,0.84,2.69,0.737,1.422333333
TA1114SW,WA14,38349.72917,38356.58333,38353.15625,10.28017433,-111.0391921,1.355474087,-15.1649208,0.264737606,504,-0.94,0.2,0.2,-0.18,-1.055,-0.76,-0.852,-0.889,2.69,4.45,3.09,3.41
TA1394SW,WA14,38356.58333,38363.52083,38360.05208,19.40059473,-114.3207613,0.975486033,-16.7151695,0.321116801,636.6,0.2,0.2,0.2,0.2,-0.76,-0.615,-1.531,-0.968666667,4.45,1.723,3.482,3.218333333
TA1675SW,WA14,38363.52083,38369.83333,38366.67708,10.02381273,-70.8320918,1.039962499,-10.10698807,0.298383981,11066.4,0.2,0.2,0.2,0.2,-0.615,0.242,-0.017,-0.13,1.723,1.426,-1.5,0.549666667
TA1674SW,WA14,38369.83333,38370.54167,38370.1875,6.398009267,-64.554475,1.098268637,-8.869060533,0.259903828,6034.6,0.2,0.2,0.2,0.2,0.242,0.355,0.355,0.317333333,1.426,0.69,0.69,0.935333333
TA2000SW,WA14,38370.54167,38377.5625,38374.05208,9.528975333,-54.72680867,1.14402229,-8.031973,0.330413377,8813.1,0.2,0.2,0.2,0.2,0.355,1.098,1.18,0.877666667,0.69,-3.819,-2.621,-1.916666667
TA2275SW,WA14,38377.5625,38384.58333,38381.07292,12.12465173,-48.44340427,4.48235,-7.571007,3.083348,2661.1,0.2,-2.99,0.2,-0.863333333,1.098,0.16,0.247,0.501666667,-3.819,-1.209,-1.939,-2.322333333
TA2527SW,WA14,38384.58333,38391.83333,38388.20833,14.34321747,-66.141242,0.694023054,-10.06055743,0.310712085,3700,-2.99,-2.99,-2.99,-2.99,0.16,-0.01,0.046,0.065333333,-1.209,1.047,-0.855,-0.339
TA2765SW,WA14,38391.83333,38398.64583,38395.23958,20.57091987,-55.07406467,0.929067274,-9.455623067,0.25559734,1990.2,-2.99,-2.99,-2.99,-2.99,-0.01,0.665,0.491,0.382,1.047,-1.463,-0.11,-0.175333333
TA3348SW,WA14,38405.54167,38412.64583,38409.09375,8.281097067,-77.0855936,1.011334267,-10.67083633,0.304836021,1925.2,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.512,0.524666667,-2.517,-2.726,-4.337,-3.193333333
TA3623SW,WA14,38412.64583,38420.52083,38416.58333,12.1554612,-36.74280627,0.969216694,-6.112283433,0.396290298,1618.7,-0.26,-0.26,-0.26,-0.26,0.863,1.086,1.035,0.994666667,-2.726,-2.323,-1.26,-2.103
TA4350SW,WA14,38426.4375,38433.60417,38430.02083,11.08539107,-100.5015801,1.171214754,-13.9483714,0.327528625,9307.8,-0.26,-0.26,-0.26,-0.26,-0.45,0.537,0.092,0.059666667,-1.433,-0.727,-2.6,-1.586666667
TA4411SW,WA14,38433.60417,38440.625,38437.11458,8.73881,-92.48511107,1.368992695,-12.65299013,0.355714773,9476.899,-0.26,-0.26,-0.26,-0.26,0.537,0.563,0.09,0.396666667,-0.727,-0.32,-1.009,-0.685333333
TA4800SW,WA14,38440.625,38447.47917,38444.05208,14.48526333,-71.89154413,1.024978536,-10.79710093,0.304164429,7844.9,-0.26,-1.22,-1.22,-0.9,0.563,1.506,0.767,0.945333333,-0.32,0.55,1.227,0.485666667
TA4937SW,WA14,38447.47917,38454.54167,38451.01042,11.31965993,-82.71853607,0.662889131,-11.7547745,0.293579631,6276.8,-1.22,-1.22,-1.22,-1.22,1.506,0.839,0.49,0.945,0.55,0.44,1.18,0.723333333
TA5469SW,WA14,38454.54167,38461.47917,38458.01042,9.882446333,-79.6716862,0.790781892,-11.19426657,0.242406683,7290.3,-1.22,-1.22,-1.22,-1.22,0.839,0.145,0.106,0.363333333,0.44,0.019,0.679,0.379333333
TA5452SW,WA14,38461.47917,38468.47917,38464.97917,5.200347467,-48.77522667,0.881737489,-6.746946767,0.259094577,227.1,-1.22,-1.22,-1.22,-1.22,0.145,1.777,1.184,1.035333333,0.019,-1.836,0.246,-0.523666667
TA5707SW,WA14,38468.47917,38475.53125,38472.00521,9.862755267,-63.20081967,1.509622801,-9.132946867,0.289152209,1001,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.281,0.691333333,-1.836,-0.094,-1.714,-1.214666667
TA6266SW,WA14,38475.53125,38489.47917,38482.50521,8.932191267,-48.02830473,1.251545045,-7.120062,0.332592844,4679.2,-1.46,-1.46,-1.46,-1.46,0.016,0.371,1.288,0.558333333,-0.094,-0.803,-1.603,-0.833333333
TA6543SW,WA14,38489.47917,38496.54167,38493.01042,11.31846847,-60.89799793,1.092311769,-9.0270583,0.293886032,12758.2,-1.46,-1.46,-1.46,-1.46,0.371,0.328,0.447,0.382,-0.803,-0.871,-0.81,-0.828
TA6775SW,WA14,38496.54167,38503.52083,38500.03125,8.9750054,-57.34376847,1.039331516,-8.289846733,0.280479946,436.1,-1.46,-1.46,-1.46,-1.46,0.328,0.589,1.083,0.666666667,-0.871,-0.393,0.062,-0.400666667
TA7015SW,WA14,38503.52083,38509.91667,38506.71875,8.574652667,-56.64314733,0.955104706,-8.152225,0.252934774,1734.3,-1.46,0.11,0.11,-0.413333333,0.589,0.439,-0.032,0.332,-0.393,-0.589,-0.489,-0.490333333
TA7319SW,WA14,38509.91667,38517.54167,38513.72917,11.4372294,-44.89528393,1.330580325,-7.041564167,0.376086426,2925.9,0.11,0.11,0.11,0.11,0.439,-0.407,0.342,0.124666667,-0.589,-2.358,-0.463,-1.136666667
TA7586SW,WA14,38517.54167,38524.5625,38521.05208,8.711348467,-89.209651,1.215902545,-12.24012493,0.305596139,1199.7,0.11,0.11,0.11,0.11,-0.407,-0.076,0.683,0.066666667,-2.358,-0.013,-1.009,-1.126666667
TA7883SW,WA14,38524.5625,38531.55208,38528.05729,3.735531133,-73.94839287,1.049699481,-9.7104905,0.283284309,898,0.11,0.11,0.11,0.11,-0.076,0.319,0.003,0.082,-0.013,1.471,0.783,0.747
TA8398SW,WA14,38538.47917,38545.52083,38542,7.771752733,-54.14579793,1.175309321,-7.739693833,0.385950774,4860.1,0.06,0.06,0.06,0.06,1.223,-0.232,0.548,0.513,0.335,0.718,0.201,0.418
TA9704SW,WA14,38573.47917,38581.54167,38577.51042,10.78177393,-27.8977458,1.052659014,-4.834939967,0.338143461,544,-0.97,-0.97,-0.97,-0.97,0.884,1.156,1.573,1.204333333,-1.691,0.265,-1.262,-0.896
TB0008SW,WA14,38581.54167,38587.55208,38584.54688,4.640524,-23.4113912,1.349461004,-3.5064894,0.240661588,147.1,-0.97,-0.97,-0.97,-0.97,1.156,-0.512,0.064,0.236,0.265,1.362,1.242,0.956333333
TB0235SW,WA14,38587.5625,38594.66667,38591.11458,11.225806,-33.76026307,1.128774114,-5.623258633,0.225053327,1403.2,-0.97,-0.97,-0.97,-0.97,-0.512,-0.733,-0.634,-0.626333333,1.362,0.969,1.291,1.207333333
TB0668SW,WA14,38601.52083,38608.55903,38605.03993,17.41612993,-86.16473033,1.307754182,-12.94760753,0.269135654,2099.9,0.34,0.34,0.34,0.34,-0.75,1.88,1.271,0.800333333,1.402,0.809,0.426,0.879
TB1030SW,WA14,38608.5625,38615.58333,38612.07292,5.423636667,-26.11291427,1.166682905,-3.942068867,0.305865984,118.1,0.34,0.34,0.34,0.34,1.88,1.47,1.777,1.709,0.809,1.097,1.634,1.18
TB1575SW,WA14,38622.66667,38629.5625,38626.11458,9.8033904,-40.6314304,0.972719898,-6.3043526,0.273426407,12873.7,0.34,1.12,1.12,0.86,1.487,0.643,0.443,0.857666667,0.537,-0.138,1.305,0.568
TB1843SW,WA14,38629.5625,38636.5625,38633.0625,14.54016533,-50.87805467,1.200813474,-8.1772775,0.132969921,3945.4,1.12,1.12,1.12,1.12,0.643,1.39,0.712,0.915,-0.138,0.206,0.729,0.265666667
TB2133SW,WA14,38636.5625,38643.5,38640.03125,13.66390187,-27.68521227,1.129539729,-5.168639267,0.303823962,7161,1.12,1.12,1.12,1.12,1.39,-0.272,-0.511,0.202333333,0.206,-1.894,-1.379,-1.022333333
TB2372SW,WA14,38643.5,38650.54167,38647.02083,14.75334447,-31.71048807,1.036078182,-5.807979067,0.342255752,1423.1,1.12,1.12,1.12,1.12,-0.272,1.068,1.104,0.633333333,-1.894,0.445,-0.661,-0.703333333
TB2657SW,WA14,38650.54167,38657.58333,38654.0625,14.28389727,-66.8579398,0.977847636,-10.14272963,0.417214573,11676.9,1.12,-0.42,1.12,0.606666667,1.068,-0.697,0.4,0.257,0.445,1.709,1.825,1.326333333
TB2875SW,WA14,38657.58333,38664.52083,38661.05208,19.7735682,-76.88077687,1.352679563,-12.08179313,0.194489074,9732.8,-0.42,-0.42,-0.42,-0.42,-0.697,-0.64,-1.293,-0.876666667,1.709,-0.061,1.837,1.161666667
TB3149SW,WA14,38664,38671,38667.5,17.2002064,-45.0473692,1.589573842,-7.78094695,0.374770596,5223.6,-0.42,-0.42,-0.42,-0.42,-0.64,-0.574,-0.631,-0.615,-0.061,0.276,1.04,0.418333333
TB3149SW,WA14,38664.52083,38671.50694,38668.01389,17.2002064,-45.0473692,1.589573842,-7.78094695,0.374770596,5223.6,-0.42,-0.42,-0.42,-0.42,-0.64,-0.574,-0.818,-0.677333333,-0.061,0.276,0.208,0.141
TB3724SW,WA14,38678.57292,38685.55208,38682.0625,17.73967293,-76.31455667,1.1898689,-11.7567787,0.276971118,3757.2,-0.42,-0.42,-0.42,-0.42,0.985,-1.093,0.144,0.012,-0.924,-0.924,-0.898,-0.915333333
TB3938SW,WA14,38685.55208,38692.54514,38689.04861,25.0716282,-81.69991847,1.090158704,-13.34644333,0.272943218,727.7,-0.42,0.01,0.01,-0.133333333,-1.093,0.499,-0.453,-0.349,-0.924,-3.454,-2.679,-2.352333333
TB4423SW,WA14,38699.59722,38706.54514,38703.07118,7.492312333,-51.44298873,4.48235,-7.366912633,3.083348,3245.1,0.01,0.01,0.01,0.01,0.584,1.161,1.051,0.932,-1.643,-1.706,-2.345,-1.898
TB4650SW,WA14,38706.54514,38708.875,38707.71007,11.08198607,-53.37154567,4.48235,-8.056691467,3.083348,9220.2,0.01,0.01,0.01,0.01,1.161,0.841,1.181,1.061,-1.706,-1.673,-2.04,-1.806333333
TB4651SW,WA14,38708.875,38713.60069,38711.23785,11.90882873,-55.90908673,4.48235,-8.477239433,3.083348,14839,0.01,0.01,0.01,0.01,0.841,1.274,1.351,1.155333333,-1.673,-2.899,-2.607,-2.393
TB4949SW,WA14,38713,38720,38716.5,10.51992673,-81.27356527,0.740904177,-11.4741865,0.581455931,8749.601,0.01,1.29,0.01,0.436666667,1.274,0.039,1.013,0.775333333,-2.899,-0.824,-2.182,-1.968333333
TB5249SW,WA14,38720,38724,38722,14.23235107,-49.98869347,1.34904633,-8.027630567,0.326234578,9871.2,1.29,1.29,1.29,1.29,0.039,0.489,0.454,0.327333333,-0.824,-1.272,-1.648,-1.248
TB5250SW,WA14,38724,38727,38725.5,10.05355713,-99.5906762,1.072636938,-13.70552917,0.383545304,8544.3,1.29,1.29,1.29,1.29,0.489,0.147,0.391,0.342333333,-1.272,2.884,-0.656,0.318666667
TB5405SW,WA14,38727,38730,38728.5,11.03198613,-83.12913413,1.035419722,-11.77014003,0.436077975,11697.1,1.29,1.29,1.29,1.29,0.147,0.105,-0.038,0.071333333,2.884,1.473,3.339,2.565333333
TB5577SW,WA14,38730,38734,38732,14.79809247,-61.73141233,1.153811943,-9.5661881,0.245473013,9485.4,1.29,1.29,1.29,1.29,0.105,0.113,-0.122,0.032,1.473,-0.566,-0.26,0.215666667
TB5792SW,WA14,38734,38740,38737,15.85816553,-100.5816419,4.48235,-14.55497593,3.083348,3153.7,1.29,1.29,1.29,1.29,0.113,0.054,-0.166,0.000333333,-0.566,0.45,-0.056,-0.057333333
TB6000SW,WA14,38740,38745,38742.5,15.64985593,-84.2940494,1.593585266,-12.49298817,0.309232922,7545.1,1.29,1.29,1.29,1.29,0.054,0.016,0.695,0.255,0.45,-0.584,-1.409,-0.514333333
TB6048SW,WA14,38745,38748,38746.5,9.142296467,-103.3879849,0.957400648,-14.06628517,0.360462203,8284.601,1.29,1.29,1.29,1.29,0.016,0.707,0.185,0.302666667,-0.584,-1.068,-0.208,-0.62
TB6332SW,WA14,38748,38752,38750,11.66687653,-62.75420987,0.694615721,-9.3026358,0.28647862,13710,1.29,-0.12,-0.12,0.35,0.707,1.189,0.889,0.928333333,-1.068,-2.522,-2.201,-1.930333333
TB6404SW,WA14,38752,38755,38753.5,23.89409447,-67.06565033,1.010766541,-11.3699681,0.229952169,2779.2,-0.12,-0.12,-0.12,-0.12,1.189,1.227,1.3,1.238666667,-2.522,-0.542,-1.95,-1.671333333
TB6517SW,WA14,38755,38762,38758.5,14.23812487,-29.43853353,1.234043759,-5.4595823,0.282140036,575.3,-0.12,-0.12,-0.12,-0.12,1.227,0.647,1.53,1.134666667,-0.542,0.884,-0.563,-0.073666667
TB7124SW,WA14,38769,38776,38772.5,11.30648333,-62.29956173,1.107354054,-9.200755633,0.315058725,5483.2,-0.12,-0.12,-0.12,-0.12,-1.159,-1.721,-1.783,-1.554333333,2.375,-2.029,-0.121,0.075
TB7437SW,WA14,38776,38783,38779.5,13.44482933,-91.269072,1.061186129,-13.08923767,0.343992732,5251,-0.12,1.32,1.32,0.84,-1.721,0.124,-0.693,-0.763333333,-2.029,1.054,-1.667,-0.880666667
TB7674SW,WA14,38783,38790,38786.5,14.6848978,-119.3090294,1.481878875,-16.7492409,0.294920328,5260.3,1.32,1.32,1.32,1.32,0.124,-0.677,-0.857,-0.47,1.054,-2.013,0.111,-0.282666667
TB7954SW,WA14,38790,38797,38793.5,14.76257953,-82.968689,1.041781647,-12.21640857,0.366686515,1465.5,1.32,1.32,1.32,1.32,-0.677,-0.107,-0.37,-0.384666667,-2.013,-3.822,-2.825,-2.886666667
TB8250SW,WA14,38797,38804,38800.5,13.4723678,-76.52001647,0.97589856,-11.24904803,0.29932925,10129.1,1.32,1.32,1.32,1.32,-0.107,-0.142,0.374,0.041666667,-3.822,-0.913,-2.801,-2.512
TB8483SW,WA14,38804,38811,38807.5,9.4962396,-91.9655132,1.271016129,-12.6827191,0.341849382,1330.6,1.32,1.17,1.32,1.27,-0.142,0.05,0.216,0.041333333,-0.913,-1.635,-1.202,-1.25
TB8751SW,WA14,38811,38818,38814.5,6.096523533,-62.65935753,0.786330083,-8.594485133,0.253686815,416.2001,1.17,1.17,1.17,1.17,0.05,-0.087,0.699,0.220666667,-1.635,1.338,-2.378,-0.891666667
TB9150SW,WA14,38818,38825,38821.5,15.47717507,-70.6671452,1.497558346,-10.76804003,0.282207371,6238.9,1.17,1.17,1.17,1.17,-0.087,0.319,-0.529,-0.099,1.338,0.319,2.121,1.259333333
TB9186SW,WA14,38825,38832,38828.5,13.08630667,-69.84594907,1.532009791,-10.36653197,0.374670522,874.8,1.17,1.17,1.17,1.17,0.319,0.168,0.664,0.383666667,0.319,0.287,0.562,0.389333333
TB9526SW,WA14,38832,38839,38835.5,11.329751,-34.50075433,1.21506543,-5.728813167,0.302929035,482.5,1.17,-0.96,1.17,0.46,0.168,0.358,0.327,0.284333333,0.287,-0.051,0.393,0.209666667
TB9835SW,WA14,38839,38846,38842.5,11.24577453,-48.57137453,1.719123032,-7.477143633,0.235350802,1601.6,-0.96,-0.96,-0.96,-0.96,0.358,-0.655,-0.272,-0.189666667,-0.051,-0.909,-0.599,-0.519666667
TC0323SW,WA14,38853,38860,38856.5,8.736728733,-51.6442686,1.175740618,-7.547624667,0.283273719,1789.5,-0.96,-0.96,-0.96,-0.96,0.314,-0.877,-0.063,-0.208666667,0.103,0.662,0.354,0.373
TC0576SW,WA14,38860,38867,38863.5,11.4509606,-48.5479026,0.807665153,-7.4998579,0.221287144,2617,-0.96,-0.96,-0.96,-0.96,-0.877,-1.9,-1.73,-1.502333333,0.662,0.14,1.769,0.857
TC1117SW,WA14,38867,38874,38870.5,4.316151,-111.8591021,0.814599902,-14.52190663,0.281554613,2867.4,-0.96,-0.98,-0.98,-0.973333333,-1.9,-0.402,-0.402,-0.901333333,0.14,0.544,0.603,0.429
TC1165SW,WA14,38874,38881,38877.5,11.63067347,-64.41782333,1.681457404,-9.5060621,0.190800943,1981.6,-0.98,-0.98,-0.98,-0.98,-0.402,-0.1,1.203,0.233666667,0.544,1.522,-0.289,0.592333333
TC1638SW,WA14,38881,38895,38888,4.860492733,-33.39146433,1.187786597,-4.781494633,0.270780354,770.7001,-0.98,-0.98,-0.98,-0.98,-0.1,-0.297,-0.979,-0.458666667,1.522,1.166,1.753,1.480333333
TC2495SW,WA14,38909,38916,38912.5,6.512241667,-62.4921602,1.139039508,-8.625550233,0.154405311,1917.3,-0.9,-0.9,-0.9,-0.9,2.082,0.156,1.031,1.089666667,1.031,-0.269,0.772,0.511333333
TC3022SW,WA14,38923,38930,38926.5,9.6965286,-65.798809,1.125375049,-9.4369172,0.24429081,353.6,-0.9,-1.75,-0.9,-1.183333333,0.145,-0.524,1.298,0.306333333,-0.196,0.021,0.412,0.079
TC3634SW,WA14,38937,38944,38940.5,5.864782333,-36.64409553,1.314206985,-5.313609733,0.370849026,750.9,-1.75,-1.75,-1.75,-1.75,-0.356,-0.37,-1.781,-0.835666667,0.178,-0.852,-0.345,-0.339666667
TC4307SW,WA14,38958,38965,38961.5,11.80034973,-62.52720733,1.525687386,-9.290944633,0.313820012,495.7,-1.75,-0.6,-0.6,-0.983333333,-1.443,-0.433,-0.987,-0.954333333,-0.827,0.136,-0.357,-0.349333333
TC4637SW,WA14,38965,38972,38968.5,11.88747907,-49.47424013,0.996785835,-7.6702149,0.337505556,828.7,-0.6,-0.6,-0.6,-0.6,-0.433,0.434,-0.187,-0.062,0.136,1.77,1.142,1.016
TC4845SW,WA14,38972,38979,38975.5,11.7504148,-46.5328532,0.956689082,-7.2854085,0.302301174,2418.2,-0.6,-0.6,-0.6,-0.6,0.434,0.872,0.282,0.529333333,1.77,1.77,0.483,1.341
TC5113SW,WA14,38979,38986,38982.5,10.57635893,-61.92336773,1.140269266,-9.062465833,0.265395931,986.6,-0.6,-0.6,-0.6,-0.6,0.872,1.681,2.105,1.552666667,1.77,-0.63,0.452,0.530666667
TC5699SW,WA14,38993,39000,38996.5,10.09275893,-36.595544,1.08920751,-5.836037867,0.33176347,776.6,-1.52,-1.52,-1.52,-1.52,-1.313,0.48,-0.477,-0.436666667,-0.173,-1.523,0.124,-0.524
TC5906SW,WA14,39000,39007,39003.5,12.13381687,-52.1246394,1.071506416,-8.032307033,0.603531275,2689.8,-1.52,-1.52,-1.52,-1.52,0.48,-0.565,-0.121,-0.068666667,-1.523,-3.192,-0.713,-1.809333333
TC6168SW,WA14,39007,39014,39010.5,13.4523698,-53.57989927,1.1243487,-8.379033633,0.292207118,2327.6,-1.52,-1.52,-1.52,-1.52,-0.565,-0.031,-0.124,-0.24,-3.192,-0.602,-2.179,-1.991
TC6448SW,WA14,39014,39021,39017.5,19.3927656,-16.3312272,1.502656647,-4.4654991,0.295247354,2801.6,-1.52,-1.52,-1.52,-1.52,-0.031,1.101,-0.893,0.059,-0.602,-1.54,0.806,-0.445333333
