date,pna,ao,soi,dxs,unc,unc.1,amount [mL],dO,dD
2003-04-25,1.357,-2.074,-12.06,15.2510348,0.7250030190000001,2707.961905,0.288342258,-36.54536949,-6.474550537000001
2003-04-26,1.025,-1.5290000000000001,4.05,15.23138975,0.6850274829999999,2641.171429,0.28519779100000003,-35.1877792,-6.302396119
2003-04-27,0.623,-0.9209999999999999,23.45,15.211744699999999,0.645051948,2574.380952,0.282053325,-33.83018891,-6.130241702
2003-04-28,0.18899999999999997,-0.525,19.01,15.19209965,0.6050764120000001,2507.5904760000003,0.278908858,-32.47259862,-5.958087283999999
2003-04-29,0.187,0.258,11.99,15.1724546,0.565100876,2440.8,0.27576439199999997,-31.11500833,-5.7859328670000005
2003-04-30,0.102,0.45799999999999996,9.93,14.99876932,0.65957521,2179.871429,0.297228131,-29.95905006,-5.619727424
2003-05-01,-0.44299999999999995,0.5670000000000001,25.55,14.82508405,0.754049545,1918.942857,0.31869186899999996,-28.8030918,-5.453521981000001
2003-05-02,-0.8059999999999999,0.054000000000000006,13.7,14.65139877,0.848523879,1658.0142859999999,0.34015560799999994,-27.64713353,-5.287316538
2003-05-03,-0.882,-0.445,6.0,14.4777135,0.942998213,1397.085714,0.36161934700000004,-26.49117527,-5.121111096
2003-05-04,-0.706,-0.276,2.55,14.30402822,1.0374725470000001,1136.157143,0.383083086,-25.335217,-4.954905653
2003-05-05,-0.653,0.595,1.66,14.13034295,1.131946882,875.2285714,0.40454682399999997,-24.17925874,-4.78870021
2003-05-06,-1.0979999999999999,1.409,-11.47,13.95665767,1.2264212159999999,614.3,0.42601056299999995,-23.02330047,-4.622494767
2003-05-07,-1.452,2.041,-12.07,13.90314571,1.2167229929999999,609.7785713999999,0.423292095,-22.78120884,-4.585544318
2003-05-08,-1.112,1.827,1.26,13.84963375,1.20702477,605.2571429,0.42057362600000003,-22.5391172,-4.548593868999999
2003-05-09,-0.9690000000000001,1.4880000000000002,8.27,13.79612179,1.197326547,600.7357142999999,0.41785515799999995,-22.29702557,-4.511643418999999
2003-05-10,-1.1,1.246,9.46,13.74260983,1.187628323,596.2142857000001,0.41513669,-22.05493394,-4.47469297
2003-05-11,-1.52,1.349,3.34,13.68909787,1.1779301000000002,591.6928571000001,0.41241822100000003,-21.8128423,-4.4377425210000006
2003-05-12,-1.89,1.3780000000000001,2.05,13.63558591,1.168231877,587.1714286,0.40969975299999994,-21.57075067,-4.400792072
2003-05-13,-1.889,1.516,2.35,13.58207395,1.158533654,582.65,0.406981285,-21.32865904,-4.363841623
2003-05-14,-1.736,1.7990000000000002,8.18,13.52856199,1.148835431,578.1285713999999,0.404262816,-21.0865674,-4.326891173
2003-05-15,-1.693,2.177,-0.22,13.47505003,1.139137208,573.6071429,0.401544348,-20.84447577,-4.289940724
2003-05-16,-1.6840000000000002,1.5759999999999998,-0.22,13.42153807,1.129438984,569.0857143,0.398825879,-20.60238414,-4.252990275
2003-05-17,-1.794,0.7120000000000001,8.08,13.3680261,1.1197407609999999,564.5642857,0.396107411,-20.3602925,-4.216039826
2003-05-18,-1.617,0.374,4.82,13.31451414,1.110042538,560.0428571,0.393388943,-20.11820087,-4.179089376
2003-05-19,-1.443,0.44799999999999995,-15.23,13.26100218,1.100344315,555.5214286,0.390670474,-19.87610924,-4.1421389269999995
2003-05-20,-1.276,0.583,-17.99,13.20749022,1.090646092,551.0,0.387952006,-19.6340176,-4.1051884780000005
2003-05-21,-0.815,0.787,-17.99,13.15397826,1.080947869,546.4785714,0.385233538,-19.39192597,-4.068238029
2003-05-22,-0.701,1.169,-14.83,13.1004663,1.071249645,541.9571429,0.382515069,-19.14983434,-4.03128758
2003-05-23,-0.662,1.5030000000000001,-13.55,13.04695434,1.061551422,537.4357143,0.379796601,-18.9077427,-3.99433713
2003-05-24,-0.494,1.2329999999999999,-15.32,12.99344238,1.051853199,532.9142856999999,0.377078133,-18.66565107,-3.957386681
2003-05-25,-0.32299999999999995,1.05,-30.83,12.93993042,1.042154976,528.3928571,0.374359664,-18.42355944,-3.9204362319999997
2003-05-26,-0.036000000000000004,0.9890000000000001,-55.71,12.88641846,1.032456753,523.8714286000001,0.371641196,-18.1814678,-3.8834857830000002
2003-05-27,-0.132,1.037,-42.18,12.8329065,1.02275853,519.35,0.368922728,-17.93937617,-3.846535334
2003-05-28,0.013999999999999999,0.659,-15.23,12.77939454,1.0130603059999999,514.8285714,0.366204259,-17.69728454,-3.809584884
2003-05-29,-0.254,0.565,-7.42,12.72588258,1.003362083,510.3071429,0.363485791,-17.455192899999997,-3.772634435
2003-05-30,-0.39899999999999997,0.57,-19.08,12.67237062,0.99366386,505.7857143,0.36076732200000006,-17.21310127,-3.735683986
2003-05-31,-0.348,0.413,-26.28,12.61885866,0.9839656370000001,501.26428569999996,0.35804885399999997,-16.97100964,-3.698733537
2003-06-01,-0.23,-0.071,-15.63,12.5653467,0.974267414,496.74285710000004,0.355330386,-16.728918,-3.661783087
2003-06-02,-0.071,-0.429,5.93,12.51183474,0.9645691909999999,492.2214286,0.35261191700000005,-16.48682637,-3.624832638
